source_id,source_row,statement,design_point,gen_model,judge_model,fact_classification,fact_confidence,fact_explanation,physical_classification,physical_confidence,physical_explanation,literal language_classification,literal language_confidence,literal language_explanation,positive_classification,positive_confidence,positive_explanation,knowledge_classification,knowledge_confidence,knowledge_explanation,everyday_classification,everyday_confidence,everyday_explanation,commonsense,commonsense_explanation
98dd42c4d24086d724b09276c24079784cb255e7b4487cef44bdbe49aa204f01:1,4,"Because friction bites the wheels, vehicles inevitably bleed their kinetic energy dry.","['fact', 'physical', 'figure of speech', 'positive', 'reasoning', 'abstract']",google/gemini-3.8-flash,x-ai/grok-4.6,fact,4,The claim describes a physically testable process of energy dissipation that can be confirmed or refuted independently of anyone's beliefs.,physical,4,"It concerns measurable interactions of friction, wheels and kinetic energy governed by physics, not human conventions or perceptions.",figure of speech,4,Expressions such as 'bites the wheels' and 'bleed ... dry' are metaphors rather than plain descriptions of the actual mechanisms.,positive,4,The sentence reports an empirical regularity about the world and contains no value judgment or prescription.,reasoning,3,"The causal 'because' links a premise about friction to a conclusion about energy loss, combining known facts with inference.",everyday,3,"Ordinary drivers routinely observe vehicles slowing when no power is applied, even if the wording uses technical terms.",1,"The core idea that friction makes moving vehicles lose speed is a basic, widely shared observation from everyday experience."
417cbfb27b2c46999686eaf8d15cf71ccc2e5367fe394be8f0498994614ead26:1,1,"Because fire eats oxygen relentlessly, enclosed blazes will inevitably suffocate themselves.","['fact', 'physical', 'figure of speech', 'positive', 'reasoning', 'abstract']",google/gemini-3.8-flash,x-ai/grok-4.6,fact,4,"The statement describes a testable physical process of combustion that can be shown true or false by observation or experiment, independent of anyone's views. I am very confident because oxygen consumption by fire is a well-established chemical fact.",physical,4,"It concerns objective natural processes of fire and oxygen governed by chemistry and physics, not human beliefs or social rules. Confidence is high because the content is entirely about measurable physical phenomena.",figure of speech,4,Words such as 'eats' and 'suffocate themselves' personify fire and use metaphor rather than stating the chemistry literally. I am very confident the language is figurative.,positive,4,"The sentence reports an expected empirical regularity of how fires behave, without any value judgment or prescription. Confidence is high because it is purely descriptive of the world.",reasoning,4,A premise about fire consuming oxygen is combined with logic to reach the conclusion that enclosed fires will self-extinguish. I am very confident this is explicit causal reasoning rather than a bare observation.,everyday,3,"Ordinary people encounter or can easily observe the same principle, for example a candle going out under a glass. Confidence is only somewhat high because large enclosed blazes are less common than small household examples.",1,The core idea that fire needs air and will die in a closed space is basic practical knowledge most people acquire from everyday experience with flames.
675b3ccf20c6bd6b9cc0b7deeefea9cb84a2e424bf18810d6ba2abed35533723:1,2,"Since water flows like liquid silver downhill, gravity always directs massive regional runoff.","['fact', 'physical', 'figure of speech', 'positive', 'reasoning', 'abstract']",google/gemini-3.8-flash,x-ai/grok-4.6,fact,3,"The statement makes a claim about a physical process that can be empirically checked as true or false, independent of anyone's views. I am only somewhat confident because the simile and the word 'always' slightly weaken the purely factual character.",physical,4,"Water flow, gravity and runoff are objective natural phenomena described by physics and hydrology, not human beliefs or conventions. Confidence is high because the content is unambiguously about the physical world.",figure of speech,4,The simile 'like liquid silver' is an explicit metaphor rather than plain description. Confidence is high because the figurative device is unmistakable.,positive,4,"The sentence describes an empirical regularity of nature and contains no value judgment, prescription or social norm. Confidence is high because nothing in the wording is evaluative.",reasoning,3,"The word 'Since' signals that a conclusion about gravity and runoff is being drawn from the observation of downhill flow, combining knowledge with inference. I am somewhat confident because the statement could also be read as a simple assertion of knowledge.",everyday,3,"People routinely observe water running downhill in ordinary life, even if 'massive regional runoff' is a larger-scale instance of the same phenomenon. Confidence is moderate because the regional scale is not encountered every day by most individuals.",1,"The core idea that gravity makes water flow downhill and thereby produces runoff is basic shared human knowledge, even though it is expressed with a poetic simile."
c04430024ff59ea8653e358f7de1d8e81bef8e7bb4cbcb7cf759652838f4b7fe:1,3,"As winter blankets the hemisphere in ice, biological metabolism widely slows down.","['fact', 'physical', 'figure of speech', 'positive', 'reasoning', 'abstract']",google/gemini-3.8-flash,x-ai/grok-4.6,fact,3,"The claim concerns a biological regularity that can be empirically checked via measurements of metabolic rates, independent of personal views. Confidence is only 3 because the wording is somewhat imprecise and poetic.",physical,4,The statement concerns climatic and physiological processes governed by natural laws rather than human conventions or beliefs. This is unambiguously a physical-domain claim.,figure of speech,4,The verb 'blankets' is a clear metaphor; winter does not literally cover a hemisphere with a blanket of ice. The rest of the sentence therefore inherits figurative character.,positive,4,"The sentence reports an observed empirical pattern in nature and contains no evaluative, prescriptive, or 'ought' language.",knowledge,3,It simply asserts a known seasonal phenomenon rather than deriving a novel conclusion from explicit premises and logic. Mild uncertainty remains because a weak causal link is implied.,everyday,3,"Most people directly encounter winter and the accompanying slowdown of plants and animals in ordinary life, even if the hemispheric generalization slightly exceeds purely personal observation.",1,"The idea that living activity diminishes in winter is widely shared practical knowledge acquired through ordinary experience and basic education, qualifying as human common sense."
3c2e8f7a718641d2ca197b8d5abc8c5e7b288db61260c3a299c00f2a3ee3437a:1,5,"Since mountains act as stone shields, leeward regions consistently starve of precipitation.","['fact', 'physical', 'figure of speech', 'positive', 'reasoning', 'abstract']",google/gemini-3.8-flash,x-ai/grok-4.6,fact,3,"The claim describes the empirically testable rain-shadow effect and can be shown true or false by climate data, even though the wording is colorful.",physical,4,"It concerns topography and atmospheric moisture transport, which are objective natural-science phenomena independent of human conventions.",figure of speech,4,Expressions such as “stone shields” and “starve of precipitation” are metaphors rather than plain literal description.,positive,4,The sentence reports an observed climatic regularity; it contains no value judgment or prescription.,reasoning,3,"The “since” clause supplies a causal premise from which the precipitation conclusion is inferred, constituting an explanatory argument.",abstract,3,The statement asserts a general geographic regularity that cannot be confirmed solely by any single person’s ordinary daily experience.,0,"The rain-shadow mechanism is specialized geographic knowledge, not an immediately obvious intuition available to everyone without instruction."
2b47ad4b41bca1de24a1d6d9779d6a65be7cc8526819367bd3558a19af699ed4:1,6,"Because sunlight is nature's fuel, completely shadowed flora inevitably withers and dies.","['fact', 'physical', 'figure of speech', 'positive', 'reasoning', 'abstract']",google/gemini-3.8-flash,x-ai/grok-4.6,fact,3,"The claim describes a verifiable biological process (photosynthesis dependence) that can be tested independently of personal views, even if the wording is slightly absolute.",physical,4,"The statement concerns plants, sunlight, and withering, which are empirical features of biology and the natural world rather than human conventions.",figure of speech,4,"The phrase 'sunlight is nature's fuel' is a metaphor, so the sentence uses figurative rather than strictly literal language.",positive,4,"It reports an observed empirical regularity about plant survival, not a value judgment or prescription about what ought to occur.",reasoning,4,"The 'because' clause explicitly links a premise to a conclusion, combining background knowledge with causal inference rather than merely stating an isolated observation.",everyday,3,"People routinely encounter plants that decline without light (houseplants, garden beds), so the situation is part of ordinary experience even if phrased formally.",1,It restates the widely shared practical knowledge that most plants require sunlight and die when kept in complete shade.
cf8e37fa5c128d3efa090fb5ddc5e52275273f6ecd9f144b33b889bfa461612a:1,8,"Because metal drinks up heat rapidly, scorching handles will swiftly blister bare skin.","['fact', 'physical', 'figure of speech', 'positive', 'reasoning', 'abstract']",google/gemini-3.8-flash,x-ai/grok-4.6,fact,4,The claim about metal's rapid heat absorption and resulting burns on skin is an empirically testable physical process independent of personal views. I am very confident because it matches established thermal conductivity and burn physiology.,physical,4,"The statement concerns measurable material properties of metal and biological tissue damage, which fall under physics and biology rather than human conventions. Confidence is high as no social constructs are involved.",figure of speech,4,"The phrase 'drinks up heat' is a metaphor personifying metal, so the language is not strictly literal. I am very confident because this is a clear figurative device rather than plain description.",positive,4,"It describes an observed causal regularity in the physical world without any value judgment, prescription, or social norm. Confidence is high because there is no 'ought' or evaluative language.",reasoning,4,"The 'because' clause combines a property of metal with a predicted outcome on skin, forming a causal inference rather than a standalone observation. I am very confident this constitutes reasoning from premises.",everyday,4,Hot metal handles that can burn skin are a common occurrence in ordinary activities such as cooking. Confidence is high because this is directly encounterable in daily life rather than an unobservable regularity.,1,"The statement captures widely shared practical knowledge that metal objects heat quickly and can cause burns, which people routinely apply in everyday situations."
445f46db4139172444f2a7ffdcd089fe5f70457436d0bf32cc0a635b3a84a873:1,7,"Since warm air swims upward like a cork, atmospheric thermal currents must circulate.","['fact', 'physical', 'figure of speech', 'positive', 'reasoning', 'abstract']",google/gemini-3.8-flash,x-ai/grok-4.6,fact,3,"The statement asserts a verifiable physical process of air movement that can be empirically tested as true or false, rather than a subjective personal view.",physical,4,"It describes atmospheric phenomena governed by physics and buoyancy, not human beliefs or social rules.",figure of speech,4,"The simile 'swims upward like a cork' is a metaphor comparing air to a floating object, so the language is figurative.",positive,4,"It claims an empirical regularity about how the atmosphere behaves, without any value judgment or prescription.",reasoning,4,"The 'Since ... must' construction draws a logical conclusion from a premise, combining an observation with inference.",abstract,3,"Local rising air can be felt, but the claim about circulating atmospheric thermal currents is a general regularity not fully observable in ordinary individual experience.",1,"The statement uses a simple everyday buoyancy analogy to explain convection, which is typical of informal human reasoning about familiar physical processes."
4d4ba10540c4aeafa40c91daeada462c2af0cb0d1a0425ea3e481b9e3b34158e:1,9,"As rust silently devours unpainted iron, unprotected structures gradually surrender their strength.","['fact', 'physical', 'figure of speech', 'positive', 'reasoning', 'abstract']",google/gemini-3.8-flash,x-ai/grok-4.6,fact,4,"The statement describes a chemically and physically verifiable process of corrosion that weakens metal, which can be tested independently of anyone's views. The poetic wording does not change the objective nature of the claim.",physical,4,"Rust, iron, and loss of structural strength are material phenomena governed by chemistry and engineering, not by human beliefs or social conventions.",figure of speech,4,Expressions such as 'silently devours' and 'surrender their strength' are personifications and metaphors rather than plain descriptions of oxidation.,positive,4,"The sentence reports an empirical regularity of the physical world and contains no value judgment, prescription, or social norm.",knowledge,3,"It presents a well-known observation about corrosion rather than a novel conclusion derived by combining premises. The causal 'as … ,' phrasing leaves a small possibility of interpreting it as simple reasoning.",everyday,4,"People routinely encounter rusted tools, vehicles, fences and other unprotected iron objects whose strength visibly declines, so the phenomenon belongs to ordinary experience.",1,"That unprotected iron rusts and thereby loses strength is a piece of widely shared, experience-based knowledge that most people acquire without specialized training."
a49f19f5d4899ad7a4f2cca2f3e19eea9cae282ccc6da799d5fd28034246dde7:1,10,"Because lightning strikes like an electric dagger, ungrounded towers naturally invite catastrophe.","['fact', 'physical', 'figure of speech', 'positive', 'reasoning', 'abstract']",google/gemini-3.8-flash,x-ai/grok-4.6,fact,3,"The core claim that ungrounded towers are at high risk of lightning damage can be empirically tested and shown true or false, independent of personal views. Confidence is only 3 because the poetic wording slightly blurs a strictly verifiable assertion.",physical,4,"The statement concerns lightning, electrical discharge, and the engineering property of grounding, all of which are objective physical phenomena governed by natural laws. This classification is unambiguous.",figure of speech,4,The simile “like an electric dagger” and the personification “invite catastrophe” are clearly figurative devices rather than plain description. The presence of these tropes is obvious.,positive,4,The sentence reports an alleged empirical regularity about the physical world rather than a value judgment or prescription. No normative language appears.,reasoning,4,"The word “Because” explicitly links a premise about lightning to a conclusion about towers, constituting an inference rather than a bare observation. The logical connective makes the reasoning structure evident.",everyday,3,"Lightning striking tall objects is a situation people can witness or readily imagine in ordinary life, even if the precise engineering term “ungrounded towers” is somewhat specialized. Confidence is moderate because the scenario is not universally quotidian.",1,"The idea that tall, ungrounded metal structures attract destructive lightning is widely shared practical knowledge, even when expressed with vivid figurative language."
