source_id,source_row,statement,design_point,gen_model,judge_model,fact_classification,fact_confidence,fact_explanation,physical_classification,physical_confidence,physical_explanation,literal language_classification,literal language_confidence,literal language_explanation,positive_classification,positive_confidence,positive_explanation,knowledge_classification,knowledge_confidence,knowledge_explanation,everyday_classification,everyday_confidence,everyday_explanation,commonsense,commonsense_explanation
5e1b8891f96aa9efdfb97f1e9472115a1ad467ca7c7cb33b08aeff0942b5c569:1,4,A rolling stone gathers no moss.,"['opinion', 'physical', 'figure of speech', 'positive', 'reasoning', 'abstract']",x-ai/grok-4.6,meta/muse-spark-1.3,fact,3,"Taken literally, whether motion prevents moss growth can be tested by observation, independent of opinion. I am somewhat confident because the absolute 'no' makes it slightly hyperbolic.",physical,4,Moss colonization is a biological process governed by natural rules measurable empirically. I am very confident because no human beliefs are needed for the literal claim.,figure of speech,4,It is a classic proverb typically used metaphorically for people who keep moving. I am very confident because it is widely listed as an aphorism.,positive,3,It describes an empirical regularity about stones rather than prescribing what should be. I am somewhat confident because proverbial use can imply a value judgment.,knowledge,3,It states an observed regularity without showing a logical inference from premises. I am somewhat confident because it functions as folk observation rather than explicit reasoning.,everyday,4,Stones and moss are ordinary natural phenomena people could observe directly. I am very confident because no specialized theory is needed to understand it.,1,It is widely shared folk wisdom that conveys a practical life lesson through a familiar natural image.
c5e84dfc7a456fa2f912677a08411f4d4fa281c4d2bfee24f1d7131d7c82abf5:1,1,What goes up must come down.,"['opinion', 'physical', 'figure of speech', 'positive', 'reasoning', 'abstract']",x-ai/grok-4.6,meta/muse-spark-1.3,fact,3,"It describes gravity which can be tested independently of opinion, so it is a fact. Confidence is 3 because escape-velocity counterexamples make the absolute 'must' not strictly universal.",physical,4,"It refers to motion under gravity, an objective physical rule measurable empirically. I am very confident because no social belief is involved.",figure of speech,3,"While literally about falling, it is a stock aphorism often used metaphorically for careers or markets. I am somewhat confident because the literal reading is also plausible.",positive,4,"It states an empirical regularity about the world rather than a value judgment. I am very confident the 'must' is descriptive, not prescriptive.",knowledge,3,It reports a general observation from experience rather than showing explicit logical derivation. I am somewhat confident since it could also be read as an inference.,everyday,4,People routinely see tossed balls and other objects rise and fall in ordinary life. I am very confident no specialized theory is needed to grasp it.,1,It is a widely shared intuitive expectation about gravity learned from everyday experience.
bb9e7a65d2c6433f6fddddcfe1d447c3c8e051c3ad2938daff75cbd7b912588a:1,3,Lightning never strikes twice in the same place.,"['opinion', 'physical', 'figure of speech', 'positive', 'reasoning', 'abstract']",x-ai/grok-4.6,meta/muse-spark-1.3,fact,4,"The claim about lightning strike locations is empirically testable as true or false independent of anyone's opinion, so it is a fact claim. I am very confident because testability is clear even though the claim itself is false.",physical,4,"It describes lightning, an objective natural phenomenon governed by physics that can be measured empirically. I am very confident because it involves no human beliefs or socially constructed rules.",figure of speech,3,"It is a classic aphorism/proverb often used metaphorically to mean rare events do not repeat, not just a plain weather report. I am somewhat confident because without context it can also be read literally.",positive,4,"It asserts an empirical regularity about the world rather than expressing a value, judgment, or norm. I am very confident because it makes no claim about what should be.",knowledge,3,It states a purported observation about the world without presenting a logical derivation from premises. I am somewhat confident because proverbs can compress implicit reasoning.,everyday,3,Lightning and thunderstorms are familiar phenomena people can encounter in ordinary life. I am somewhat confident because verifying 'never twice' would require broader data than one person's experience.,1,"It is a widely repeated piece of folk wisdom that many people intuitively believe, even though it is scientifically false."
1b48d424dfcd8d613713f4c00b71188c1e7fc24e6e3403c60e613d9e75b16246:1,2,"The bigger they are, the harder they fall.","['opinion', 'physical', 'figure of speech', 'positive', 'reasoning', 'abstract']",x-ai/grok-4.6,meta/muse-spark-1.3,opinion,3,"As a general proverb about size and severity of failure, 'bigger' and 'harder' are vague and not objectively measurable. I am somewhat confident because a strict physical reading could be testable, but the usual use is subjective.",social,3,"In common use it refers to powerful people, companies, or statuses falling from prominence, which is socially constructed. I am somewhat confident because a literal falling-bodies reading is physical, but the dominant meaning is social.",figure of speech,4,It is a well-known aphorism using 'fall' metaphorically for failure or downfall. I am very confident because of its proverbial form and non-literal extension.,positive,3,"It describes a claimed empirical regularity rather than prescribing what should happen. I am somewhat confident because it also carries evaluative overtones, but it is not normative.",knowledge,3,"It states a summarized observation about the world rather than showing explicit logical inference. I am somewhat confident because the conditional form hints at reasoning, but it functions as stored observation.",everyday,3,"People can ordinarily observe large persons, objects, or prominent figures failing spectacularly. I am somewhat confident because extreme cases are rare, but the pattern is accessible to everyday experience.",1,It is a widely shared proverb expressing common intuitive expectation that greater power or size leads to more dramatic failure.
d0212a62d9082cb149ebb553bf152025480ee9bf1686f2c5b276af62d23b7480:1,5,Nature abhors a vacuum.,"['opinion', 'physical', 'figure of speech', 'positive', 'reasoning', 'abstract']",x-ai/grok-4.6,meta/muse-spark-1.3,fact,3,"The claim that empty space is always filled can be empirically tested and shown false by modern physics, so it is demonstrably correct or incorrect. I am somewhat confident because the anthropomorphic wording 'abhors' adds some subjectivity.",physical,4,"It purports to describe how the natural physical world behaves regarding pressure and empty space. I am very confident because it originates as a physics principle, not a human belief or rule.",figure of speech,4,Nature cannot literally feel abhorrence; this is personification and a classic aphorism. I am very confident this is clearly non-literal.,positive,3,It asserts an empirical regularity about how vacuums behave rather than prescribing a value or norm. I am somewhat confident because 'abhors' sounds evaluative but is intended descriptively.,knowledge,3,It states a supposed observation about the world without showing any logical derivation steps. I am somewhat confident because it could reflect summarized observations rather than explicit reasoning.,abstract,3,"True vacuums and the general principle cannot be encountered or verified through ordinary everyday experience alone. I am somewhat confident because partial analogues like air rushing in are everyday, but vacuum itself is abstract.",0,"It is an outdated learned philosophical maxim, not a widely shared practical everyday understanding, and is literally false under modern physics."
8b8da5ab590e4b3786dbb33bb2aabdc485c197f1547c150edfb09c2baa890034:1,6,"Where there's smoke, there's fire.","['opinion', 'physical', 'figure of speech', 'positive', 'reasoning', 'abstract']",x-ai/grok-4.6,meta/muse-spark-1.3,fact,3,"Smoke being produced by fire is an empirically testable causal claim, not a subjective preference. I am somewhat confident because as a proverb it overgeneralizes, but it is still falsifiable.",physical,4,"It describes combustion, an objective natural process measurable by physics and chemistry. I am very confident because both smoke and fire are physical phenomena.",figure of speech,4,It is a well-known proverb often used metaphorically to mean rumors imply truth. I am very confident because its form and extended non-literal use mark it as a figure of speech.,positive,4,It states an empirical regularity about how the world is rather than how it should be. I am very confident because it contains no value judgment or norm.,reasoning,3,"It infers an unseen cause (fire) from an observed sign (smoke) using causal logic. I am somewhat confident because it can also be read as stored observation, but its if-then structure is inferential.",everyday,4,"People commonly encounter smoke, fire, campfires, and cooking in ordinary life. I am very confident because no specialized training is needed to grasp the association.",1,It is a widely shared practical heuristic for inferring a hidden cause from an observable sign in daily life.
3ef3dda48b3b2409c786df0afb4dadf7328e6c925060da5d804881510d458eba:1,7,Still waters run deep.,"['opinion', 'physical', 'figure of speech', 'positive', 'reasoning', 'abstract']",x-ai/grok-4.6,meta/muse-spark-1.3,opinion,3,"As a proverb it claims quiet people have hidden depth, which is subjective and not objectively verifiable. I am somewhat confident because a literal hydrological reading could be tested as fact, but the intended meaning is opinion.",social,4,"It uses water as a metaphor for human personality and social perceptions of quiet individuals. I am very confident because its proverbial use is about people, not physics.",figure of speech,4,It is a classic proverbial metaphor equating calm water with quiet people of deep character. I am very confident because it is widely recognized as an aphorism and metaphor.,positive,3,It asserts a descriptive regularity that outward stillness accompanies inner depth rather than prescribing behavior. I am somewhat confident because it also carries an evaluative valuing of quiet people that could seem normative.,knowledge,3,It states a folk observation about the world without presenting explicit logical steps to a conclusion. I am somewhat confident because inferring depth from stillness involves some implicit reasoning.,everyday,3,People regularly encounter quiet individuals in ordinary life to which this folk idea applies. I am somewhat confident because metaphorical depth itself is not directly observable.,1,It is a widely shared folk proverb encoding common wisdom about personality.
cd3f595fe05db3395069099f65af99a3277add68eda6f30bb3248fb69b7b19a0:1,8,Oil and water don't mix.,"['opinion', 'physical', 'figure of speech', 'positive', 'reasoning', 'abstract']",x-ai/grok-4.6,meta/muse-spark-1.3,fact,4,Oil and water immiscibility can be empirically demonstrated by mixing them independent of personal belief. I am very confident because it is an established chemical fact.,physical,4,It describes objective chemical properties of polarity and immiscibility measurable by science. I am very confident as it involves no human social constructs.,literal language,3,"It plainly states a physical fact about two liquids, though it is also used idiomatically for incompatibility. I am somewhat confident because the common metaphorical use creates ambiguity.",positive,4,It states an empirical regularity about how liquids behave rather than a value judgment. I am very confident as there is no normative should or ought.,knowledge,4,It reports a direct observable outcome rather than deriving a conclusion through explicit logic. I am very confident because no reasoning steps are presented.,everyday,4,"Most people can observe oil separating in cooking, salad dressing, or spills in daily life. I am very confident because it requires no specialized laboratory experience.",1,It is a widely shared everyday observation used to predict liquid behavior and metaphorically describe incompatibility.
c3ba736e4cd5dbfcedb6409d7baa384d70590ee4d3aa649cb9c7f7900a37b42f:1,10,Time and tide wait for no man.,"['opinion', 'physical', 'figure of speech', 'positive', 'reasoning', 'abstract']",x-ai/grok-4.6,meta/muse-spark-1.3,fact,4,Time's forward flow and tidal cycles continue regardless of human wishes and can be empirically verified. I am very confident because its core claim is objectively testable.,physical,4,"It refers to natural phenomena of time passage and ocean tides governed by physics. I am very confident because both are objective, measurable natural processes.",figure of speech,4,"It personifies time and tide as agents who could 'wait' and functions as a well-known proverb. I am very confident because this is a classic aphorism, not literal description.",positive,3,"It states an empirical regularity that time and tides do not pause for people. I am somewhat confident because while often used to urge prompt action, its form is descriptive rather than prescriptive.",knowledge,3,It presents a general observation about the world rather than deriving a conclusion from premises. I am somewhat confident because it condenses experience without explicit logical inference.,everyday,4,Everyone ordinarily experiences time passing and missed opportunities from delay. I am very confident because this regularity is directly observable in daily life.,1,It is widely shared practical wisdom advising against procrastination based on common experience of time's relentlessness.
8b458df1136ece045b72edb953a7b560f01d3286597ff85f505cd18a498470cb:1,11,You reap what you sow.,"['opinion', 'physical', 'figure of speech', 'positive', 'reasoning', 'abstract']",x-ai/grok-4.6,meta/muse-spark-1.3,opinion,3,"As a general moral claim that actions bring deserved matching outcomes, it cannot be objectively demonstrated true or false. I am somewhat confident because the literal farming sense is factual, but the intended meaning is subjective.",social,4,"It concerns human actions and their moral consequences, not an objective natural law. I am very confident because its typical use governs human experience and socially constructed ideas of desert.",figure of speech,4,It is a classic aphorism using an agricultural harvesting metaphor for consequences. I am very confident because the non-literal moral use is the dominant interpretation.,normative,3,"It expresses a value judgment that people deserve what their actions produce and encourages good behavior. I am somewhat confident because it describes a regularity, but its function is prescriptive.",knowledge,3,"It states a general observation about the world without presenting premises and logical derivation. I am somewhat confident because it implies inference, but no reasoning steps are shown.",everyday,4,"People routinely encounter effort leading to results in work, school, and relationships. I am very confident this idea is accessible through ordinary individual experience.",1,It is a widely shared proverb expressing the common-sense belief that actions have consequences.
