source_id,source_row,statement,design_point,gen_model,judge_model,fact_classification,fact_confidence,fact_explanation,physical_classification,physical_confidence,physical_explanation,literal language_classification,literal language_confidence,literal language_explanation,positive_classification,positive_confidence,positive_explanation,knowledge_classification,knowledge_confidence,knowledge_explanation,everyday_classification,everyday_confidence,everyday_explanation,commonsense,commonsense_explanation
675b3ccf20c6bd6b9cc0b7deeefea9cb84a2e424bf18810d6ba2abed35533723:1,2,"Since water flows like liquid silver downhill, gravity always directs massive regional runoff.","['fact', 'physical', 'figure of speech', 'positive', 'reasoning', 'abstract']",google/gemini-3.8-flash,deepseek/deepseek-v4.1-flash,fact,3,"The statement makes an empirical claim about water flow and gravity that can in principle be checked against the world, though the broad wording makes it imprecise.",physical,4,"Water flow, gravity, and runoff are natural physical phenomena rather than social conventions or preferences.",figure of speech,4,"The phrase 'like liquid silver' is a simile, so the statement uses figurative language rather than purely literal description.",positive,4,"It describes an empirical regularity about gravity and runoff, not a value judgment or prescription about how things should be.",reasoning,3,"The word 'Since' frames a premise and conclusion, so the statement presents an inference rather than a bare observation.",abstract,3,"Although water flowing downhill is everyday, the claim about 'massive regional runoff' and gravity's universal role is a generalized, abstract regularity beyond ordinary individual experience.",0,"The statement mixes a simple common-sense intuition about water flowing downhill with metaphorical and technical language about massive regional runoff, so as a whole it is not a typical common-sense assertion."
3c2e8f7a718641d2ca197b8d5abc8c5e7b288db61260c3a299c00f2a3ee3437a:1,5,"Since mountains act as stone shields, leeward regions consistently starve of precipitation.","['fact', 'physical', 'figure of speech', 'positive', 'reasoning', 'abstract']",google/gemini-3.8-flash,deepseek/deepseek-v4.1-flash,fact,4,"The claim asserts an empirical regularity about the physical world that can be tested with meteorological data, so it is fact-type despite the hyperbolic wording.",physical,4,"Mountains, wind, and precipitation are natural physical phenomena, not social constructs.",figure of speech,4,"The phrases 'stone shields' and 'starve of precipitation' are metaphors, making the statement figurative rather than literal.",positive,4,It describes an empirical pattern in nature rather than expressing a value judgment or norm.,reasoning,4,"The 'since ...' structure draws a conclusion about leeward dryness from a premise, so it is reasoning rather than a bare observation.",abstract,3,"The rain-shadow regularity is a broad geographic conclusion that cannot be fully observed through individual everyday experience alone, so it is abstract.",0,"The statement is an abstract, metaphorical generalization about climate rather than a direct piece of everyday practical knowledge, so it is not a clear example of human common sense."
417cbfb27b2c46999686eaf8d15cf71ccc2e5367fe394be8f0498994614ead26:1,1,"Because fire eats oxygen relentlessly, enclosed blazes will inevitably suffocate themselves.","['fact', 'physical', 'figure of speech', 'positive', 'reasoning', 'abstract']",google/gemini-3.8-flash,deepseek/deepseek-v4.1-flash,fact,4,"The claim describes an empirically testable physical outcome: fires in enclosed spaces can consume available oxygen and extinguish. The absolute wording 'inevitably' is a slight overstatement, but it is still a factual claim rather than a subjective opinion.",physical,4,"It concerns combustion, oxygen consumption, and oxygen depletion, which are physical and chemical processes. These can be studied empirically or derived from natural rules.",figure of speech,4,The phrase 'fire eats oxygen relentlessly' personifies fire and is metaphorical rather than literal. 'Suffocate themselves' also figuratively describes extinguishing due to lack of oxygen.,positive,4,It states an empirical regularity about what happens to enclosed fires rather than making a value judgment or prescribing how things should be. It describes a physical outcome.,reasoning,4,"The statement gives a causal premise and draws a conclusion from it: because fire consumes oxygen, enclosed fires will run out of oxygen and go out. This is a reasoned inference rather than a bare observation.",everyday,3,"Enclosed fires going out is something people can encounter in ordinary situations, such as a candle under a jar. However, the oxygen-consumption explanation is somewhat scientific, so the classification is not fully certain.",1,"It reflects a basic common-sense understanding that fire needs air or oxygen and that enclosed fires tend to die out once the air is used up. The metaphorical wording makes it vivid, but the underlying idea is familiar everyday physical knowledge."
2b47ad4b41bca1de24a1d6d9779d6a65be7cc8526819367bd3558a19af699ed4:1,6,"Because sunlight is nature's fuel, completely shadowed flora inevitably withers and dies.","['fact', 'physical', 'figure of speech', 'positive', 'reasoning', 'abstract']",google/gemini-3.8-flash,deepseek/deepseek-v4.1-flash,fact,3,"The claim that completely shadowed plants eventually wither and die is objectively testable through biology, though the absolute wording 'inevitably' and the metaphor leave minor caveats.",physical,4,"It concerns the biological and physical dependence of plants on sunlight for photosynthesis and survival, not social conventions.",figure of speech,4,"'Nature's fuel' is a metaphor for sunlight as an energy source, so the statement is not purely literal.",positive,4,It asserts an empirical regularity about plants and light rather than a value judgment or social norm.,reasoning,3,"It presents a conclusion from a causal premise: because sunlight fuels plants, shadowed flora dies. The explicit 'because' makes it reasoning, though it relies on common knowledge.",everyday,3,"The idea that plants kept in darkness wither is commonly encountered in ordinary experience, though it is stated as a general rule.",1,"It reflects a basic everyday understanding that plants need sunlight to live and grow, even if phrased metaphorically."
c04430024ff59ea8653e358f7de1d8e81bef8e7bb4cbcb7cf759652838f4b7fe:1,3,"As winter blankets the hemisphere in ice, biological metabolism widely slows down.","['fact', 'physical', 'figure of speech', 'positive', 'reasoning', 'abstract']",google/gemini-3.8-flash,deepseek/deepseek-v4.1-flash,fact,3,"It makes an empirical claim about seasonal climate and biological metabolism that can be investigated scientifically, though the wording is broad and imprecise.",physical,4,"It refers to natural phenomena such as winter conditions and biological metabolic processes, not to social conventions or beliefs.",figure of speech,4,"""Blankets the hemisphere in ice"" is a metaphor/personification, so the statement uses figurative language.",positive,4,It describes an empirical regularity about winter and metabolism rather than expressing a value judgment or norm.,knowledge,3,It states a general observation about the world rather than explicitly presenting a conclusion derived through logical reasoning.,abstract,4,It refers to a hemisphere-wide biological regularity that cannot be directly observed or confirmed solely through ordinary individual experience.,0,"The statement is a broad, scientifically framed generalization about biological metabolism across a hemisphere, not a simple everyday common-sense observation."
cf8e37fa5c128d3efa090fb5ddc5e52275273f6ecd9f144b33b889bfa461612a:1,8,"Because metal drinks up heat rapidly, scorching handles will swiftly blister bare skin.","['fact', 'physical', 'figure of speech', 'positive', 'reasoning', 'abstract']",google/gemini-3.8-flash,deepseek/deepseek-v4.1-flash,fact,3,"The statement describes a testable physical causal claim: metals conduct heat rapidly, and hot metal handles can burn skin. It is largely objective, though 'swiftly blister' depends on specific conditions.",physical,4,"It refers to thermal conductivity of metal and its physiological effect on skin, which are physical/biological phenomena. These can be measured or derived from natural rules.",figure of speech,4,"The phrase 'drinks up heat rapidly' is a metaphor/personification, not literal language. It describes heat conduction figuratively.",positive,4,"It states an empirical regularity about how metal and skin behave, not a value judgment or social norm. It is a descriptive causal claim.",reasoning,3,The sentence uses a 'because' construction to infer a consequence: rapid heat absorption by metal leads to burns. It combines knowledge of heat conduction with a conclusion about skin injury.,everyday,4,People commonly encounter hot metal handles and know they can cause burns in ordinary life. This is a familiar everyday situation rather than an abstract regularity.,1,It reflects ordinary human common sense that hot metal conducts heat and can quickly burn bare skin when touched.
445f46db4139172444f2a7ffdcd089fe5f70457436d0bf32cc0a635b3a84a873:1,7,"Since warm air swims upward like a cork, atmospheric thermal currents must circulate.","['fact', 'physical', 'figure of speech', 'positive', 'reasoning', 'abstract']",google/gemini-3.8-flash,deepseek/deepseek-v4.1-flash,fact,4,The claim that warm air rises and atmospheric thermal currents circulate is an empirical claim about the natural world that can be tested and demonstrated. It is not merely subjective.,physical,4,"It concerns atmospheric motion and thermal convection, which are physical processes governed by natural laws. It is not a social or cultural construction.",figure of speech,4,"The phrase 'swims upward like a cork' uses a simile and metaphor, so it is not plain literal language. It compares warm air to a floating cork.",positive,4,It describes an empirical regularity or scientific law about thermal circulation rather than making a value judgment or prescribing norms. Thus it is positive.,reasoning,4,"The statement draws a conclusion ('must circulate') from a premise about warm air rising, combining observation with inference. It is not just a raw observation.",abstract,3,"The conclusion concerns large-scale atmospheric thermal circulation, a regularity not directly observed in ordinary individual experience, though it is based on familiar everyday observations. I am somewhat confident because the analogy to a cork is everyday.",1,"It reflects a common-sense inference that warm air rises and can drive circulation, using a familiar analogy; such informal physical reasoning is typical of everyday common sense."
98dd42c4d24086d724b09276c24079784cb255e7b4487cef44bdbe49aa204f01:1,4,"Because friction bites the wheels, vehicles inevitably bleed their kinetic energy dry.","['fact', 'physical', 'figure of speech', 'positive', 'reasoning', 'abstract']",google/gemini-3.8-flash,deepseek/deepseek-v4.1-flash,fact,3,"The underlying claim that friction dissipates a vehicle's kinetic energy is empirically testable, though the hyperbolic wording makes it not strictly literal.",physical,4,"It refers to friction, wheels, and kinetic energy, which are objective physical phenomena and can be analyzed by physics.",figure of speech,4,"The phrases 'bites the wheels' and 'bleed their kinetic energy dry' are personifying metaphors, not literal descriptions.",positive,4,It describes a causal physical regularity rather than expressing a value judgment or social norm.,reasoning,3,"It presents a conclusion from a causal premise, combining the idea of friction with an inference about energy loss.",abstract,3,"Although vehicles and friction are everyday, the statement invokes kinetic energy dissipation, a scientific regularity not directly observable in ordinary experience.",1,The underlying idea that friction causes moving vehicles to lose speed and energy is a familiar everyday physical intuition.
d838261a845d90b0b63a71b28a3dbe6299c24da2519e7d3fa84238e4caf3a0ec:1,11,"Since sound crawls sluggishly behind blazing light, distant lightning flashes precede their thunder.","['fact', 'physical', 'figure of speech', 'positive', 'reasoning', 'abstract']",google/gemini-3.8-flash,deepseek/deepseek-v4.1-flash,fact,4,The core claim that light travels faster than sound and thus lightning is seen before thunder can be demonstrated physically. The figurative wording does not change the underlying objective truth.,physical,4,It describes a natural phenomenon involving the speeds of light and sound in the atmosphere. This is an objective physical regularity measurable by science.,figure of speech,4,The phrases 'crawls sluggishly' and 'blazing light' use personification and vivid metaphor rather than plain literal description. Thus the statement as a whole contains figurative language.,positive,4,"It states an empirical regularity about how lightning and thunder are observed. It does not prescribe a value, norm, or judgment.",reasoning,4,The word 'Since' introduces a premise about sound and light speeds and draws the conclusion that distant lightning flashes precede thunder. This is an inference combining knowledge with logic.,everyday,4,"Lightning and thunder are common experiences, and noticing that the flash comes before the thunder is an ordinary observation. It does not require advanced abstract theory to encounter.",1,This is an example of human common sense because people commonly observe lightning before thunder and understand it as due to light traveling faster than sound.
a49f19f5d4899ad7a4f2cca2f3e19eea9cae282ccc6da799d5fd28034246dde7:1,10,"Because lightning strikes like an electric dagger, ungrounded towers naturally invite catastrophe.","['fact', 'physical', 'figure of speech', 'positive', 'reasoning', 'abstract']",google/gemini-3.8-flash,deepseek/deepseek-v4.1-flash,fact,3,"The underlying claim that ungrounded tall structures are at greater risk of lightning damage is an empirical matter that can be assessed scientifically. The metaphorical wording makes it less precise, so confidence is moderate.",physical,4,"It concerns lightning, towers, grounding, and damage, which are objective physical/engineering phenomena. Thus it clearly refers to natural rules rather than social constructs.",figure of speech,4,"The phrase 'like an electric dagger' is a simile, and 'invite catastrophe' personifies towers. Therefore the statement is not plain literal language.",positive,3,"It asserts an empirical causal risk about ungrounded towers rather than a prescription or value judgment. The evaluative term 'catastrophe' adds some normative flavor, so confidence is moderate.",reasoning,4,The sentence gives a because-clause and draws a conclusion about ungrounded towers. It therefore presents a piece of causal reasoning rather than a bare observation.,abstract,3,"While lightning and towers are everyday objects, the conclusion depends on the technical notion of grounding and a general risk principle. It is not fully observable through ordinary individual experience.",1,"It expresses a widely shared everyday caution that tall ungrounded structures are vulnerable to lightning, even though it is phrased metaphorically."
