source_id,source_row,statement,design_point,gen_model,judge_model,fact_classification,fact_confidence,fact_explanation,physical_classification,physical_confidence,physical_explanation,literal language_classification,literal language_confidence,literal language_explanation,positive_classification,positive_confidence,positive_explanation,knowledge_classification,knowledge_confidence,knowledge_explanation,everyday_classification,everyday_confidence,everyday_explanation,commonsense,commonsense_explanation
18c8e11a65e663e0056ea8f5bc5c567a31b31990a94f84c2c3891b5cd22b06fb:1,20,"Because no generation owns wisdom’s crown, progress should welcome both experience and fresh perspectives.","['opinion', 'social', 'figure of speech', 'normative', 'reasoning', 'abstract']",openai/gpt-6-astra,z-ai/glm-5.3-flash:batch,opinion,4,The claim that progress 'should' welcome both experience and fresh perspectives is a value judgment that cannot be objectively demonstrated correct or incorrect. It is inherently subjective.,social,4,"The statement concerns human values, wisdom, and how societies or people ought to treat intergenerational knowledge, all of which are socially constructed rather than physical or empirically measurable phenomena.",figure of speech,4,"The phrase 'wisdom's crown' is a metaphor implying that no one generation holds a monopoly on wisdom; it is not plain, literal language.",normative,4,"The word 'should' expresses a recommendation or value judgment about how progress ought to be pursued, rather than describing an empirical regularity.",reasoning,4,"The statement uses 'because' to derive a conclusion (welcoming both experience and fresh perspectives) from a premise (no generation owns wisdom), combining a belief with logic.",abstract,3,"While people do encounter generational differences in daily life, the statement articulates a general principle about wisdom and progress that goes beyond any single observable everyday situation.",1,"This reflects widely shared folk wisdom: no single generation has a monopoly on good judgment, so balancing the experience of elders with the fresh ideas of the young is a commonly held, sensible view."
5deae912b1737fa7fdde78341f0a8a42d36ee1e92894b66ba2f9e705f42a8464:1,10,"Because technology is a tool, not a master, innovation should serve human dignity.","['opinion', 'social', 'figure of speech', 'normative', 'reasoning', 'abstract']",openai/gpt-6-astra,z-ai/glm-5.3-flash:batch,opinion,4,The claim that innovation 'should serve human dignity' is a value judgment that cannot be demonstrated objectively true or false; it depends on what people believe technology ought to do. Hence it is inherently subjective.,social,4,"The statement concerns human-created technology and the human-centered concept of dignity, which are beliefs, values, and social constructs rather than measurable physical phenomena.",figure of speech,4,"'Technology is a tool, not a master' is a metaphor contrasting servitude and control; technology cannot literally be a 'master' of humans.",normative,4,"The word 'should' makes this a prescriptive statement about how innovation ought to be used, expressing a value rather than an empirical regularity.",reasoning,4,"The statement uses 'because' to derive a conclusion (innovation should serve dignity) from a premise (technology is a tool, not a master), combining a belief with logical inference.",abstract,3,"Although people encounter technology daily, the statement articulates a general philosophical principle about the relationship between innovation and human dignity that goes beyond any specific personal experience.",1,"The statement expresses a widely shared human intuition that technology exists to serve people, not to dominate them, which most people would recognize as an obvious, common-sense truth about the proper role of tools."
c6535bee4486210a2d4bc06080982debd9e1c30fcf1a525f545d12a8086c0d70:1,64,"Continents drift, so today's maps are snapshots rather than eternal portraits.","['fact', 'physical', 'figure of speech', 'positive', 'reasoning', 'abstract']",openai/gpt-6-astra,z-ai/glm-5.3-flash:batch,fact,4,"Continental drift is a well-established, empirically verified scientific fact (plate tectonics), and the claim about maps follows from it, so it can be demonstrated correct or incorrect independently of opinion.",physical,4,"The statement concerns the movement of continents, a geological/geophysical phenomenon governed by natural laws and measurable empirically, not by human beliefs or conventions.",figure of speech,4,Maps are not literally photographs ('snapshots') or artistic portraits; these terms are metaphors conveying that maps capture a moment in time rather than a permanent state.,positive,4,The statement describes an empirical regularity about how the world works and what maps represent; it makes no value judgment or prescription.,reasoning,3,"The word 'so' signals an inference: the known fact that continents drift is combined with logic to conclude that maps are temporary snapshots. The premise is knowledge, but the statement's structure presents a derived conclusion.",abstract,3,"Although people encounter maps daily, continental drift occurs over millions of years and cannot be observed through ordinary individual experience; it requires scientific theory to establish.",0,"This is not common sense because it depends on scientific knowledge of plate tectonics, which ordinary people cannot infer from everyday experience; naive intuition might even assume maps are permanent."
df115980eeb6dbd1e4be6ca6fff72eaba8e24872ef358635827095c88cf5e9f4:1,14,"Because tradition is a guide, not a jailer, societies should permit thoughtful reform.","['opinion', 'social', 'figure of speech', 'normative', 'reasoning', 'abstract']",openai/gpt-6-astra,z-ai/glm-5.3-flash:batch,opinion,4,The claim that societies should permit thoughtful reform is a value-laden judgment that cannot be demonstrated objectively true or false; reasonable people can disagree. It is inherently subjective.,social,4,"The statement concerns tradition, societies, and reform, all of which are socially constructed human concepts rather than features measurable by physics, biology, or other natural rules.",figure of speech,4,"'Tradition is a guide, not a jailer' is a metaphor, since tradition is neither literally a guide nor literally a jailer; the phrasing personifies an abstract concept to make a point.",normative,4,"The word 'should' signals a prescriptive value judgment about how societies ought to behave, not a description of an empirical regularity or scientific law.",reasoning,4,"The statement presents a conclusion (societies should permit reform) derived from a premise (tradition functions as a guide rather than a constraint) linked by logical implication, making it an argument rather than a bare observation.",abstract,3,"The statement is a sweeping generalization about societies and traditions as wholes, not a situation an individual directly observes or encounters in ordinary daily life. It involves abstract social principles rather than concrete personal experience.",0,"This is a debatable philosophical and political aphorism requiring abstract reasoning about social institutions and values, not a basic, widely shared practical judgment about everyday situations that characterizes common sense."
b0e6ff1accf82d43ffe01596d57fb8476807f5423531e1e9ed8b3c20f2248fd8:1,103,"Since infections spread between people, disease prevention deserves priority over minor inconvenience.","['opinion', 'physical', 'literal language', 'normative', 'reasoning', 'abstract']",openai/gpt-6-astra,z-ai/glm-5.3-flash:batch,opinion,3,"Although the premise that infections spread between people is a demonstrable fact, the overall claim that prevention 'deserves priority' over minor inconvenience is a value judgment that cannot be objectively proven or disproven. Because the statement's conclusion is inherently subjective, the statement as a whole is an opinion.",social,2,"The premise draws on physical/biological facts about disease transmission, but the core of the statement is a prioritization judgment rooted in human values and preferences, which are social in origin. The mixed nature makes this somewhat uncertain, but the deciding element is the social value claim.",literal language,4,"The statement uses plain, ordinary language with no metaphor, hyperbole, or aphorism; 'spread' and 'priority' are used in their standard senses.",normative,4,"The claim that disease prevention 'deserves priority' over minor inconvenience expresses a value judgment about what should matter more, which is a normative stance rather than an empirical regularity.",reasoning,4,"The statement explicitly combines a factual premise ('since infections spread between people') with logic to arrive at a conclusion about prioritizing prevention, making it a piece of reasoning rather than a standalone observation.",everyday,3,"The statement concerns situations people commonly encounter, such as infections, hygiene practices, and tolerating small inconveniences to protect others' health. Though phrased as a general principle, it is grounded in ordinary lived experience.",1,"This reflects a widely shared piece of everyday human reasoning: because contagious diseases pass from person to person, it is sensible for everyone to accept minor inconveniences (like handwashing or masks) to prevent illness. It relies on intuitive understanding of disease transmission and social cooperation rather than specialized expertise."
6755d108a2e5361ed168d8b5f86fbaf847be7b37d1a669579694b95e5b2e1947:1,40,"Peace depends on mutual confidence, so distrust can turn borders into fault lines.","['opinion', 'social', 'figure of speech', 'positive', 'reasoning', 'abstract']",openai/gpt-6-astra,z-ai/glm-5.3-flash:batch,opinion,3,"The claim that peace depends on mutual confidence is a plausible generalization about human affairs, but it cannot be definitively demonstrated or falsified, making it an inherently subjective assertion rather than an objectively verifiable fact.",social,4,"The statement concerns peace, trust, borders, and international relations, all of which are socially constructed concepts rooted in human beliefs and perceptions rather than measurable physical phenomena.",figure of speech,4,"The phrase 'turn borders into fault lines' is a metaphor borrowed from geology to describe how distrust can make political boundaries into sources of conflict, and the first clause has an aphoristic quality as well.",positive,3,"The statement describes a supposed empirical relationship between trust, distrust, and conflict rather than expressing a value judgment about what ought to be, though its empirical status is debatable.",reasoning,3,"The statement uses the connective 'so' to derive a conclusion (distrust can turn borders into fault lines) from a premise (peace depends on mutual confidence), combining a belief with logical inference rather than merely reporting an observation.",abstract,3,"While interpersonal trust is part of ordinary experience, the statement generalizes about peace between nations and border conflicts, which are large-scale geopolitical regularities that individuals cannot observe solely through everyday life.",1,"The statement expresses a widely shared intuitive principle of human social life—that cooperation requires trust and that suspicion breeds conflict—extended to relations between nations, so it reflects human common sense even though it is framed abstractly."
f2ec0bbcf690afc02b88e3bfd083a56e231d1f9cf49ab91331ee0dd1651b9a19:1,4,"Because trust is society’s glue, institutions should prize honesty over convenient deception.","['opinion', 'social', 'figure of speech', 'normative', 'reasoning', 'abstract']",openai/gpt-6-astra,z-ai/glm-5.3-flash:batch,opinion,4,"The claim that institutions 'should' prize honesty is a value prescription that cannot be objectively demonstrated true or false, and the premise that trust is 'society's glue' is itself a subjective characterization. Therefore the statement is inherently a matter of opinion.",social,4,"Trust, honesty, institutions, and society are all human-created concepts involving beliefs, norms, and shared perceptions. Nothing in the statement refers to measurable physical or natural phenomena.",figure of speech,4,The phrase 'trust is society's glue' is a metaphor comparing an abstract social feeling to a physical bonding substance. It is not meant to be taken literally.,normative,4,"The core claim is a judgment about what institutions ought to do ('should prize honesty'), which expresses a value or social norm. It is not merely describing an empirical regularity.",reasoning,3,"The statement uses an explicit 'because' structure to derive a conclusion (institutions should value honesty) from a premise (trust binds society together), combining a belief with logical inference. Some may see the premise as standalone knowledge, hence slight uncertainty.",everyday,3,"Trust, honesty, and dealings with institutions like schools, businesses, and government are things ordinary people experience daily. Though stated generally, the idea is grounded in and derivable from common lived experience.",1,"This statement reflects a widely shared intuitive moral understanding that honesty builds and maintains trust, and that trust is essential for social groups and institutions to function. Most people would recognize and endorse this reasoning without needing specialized knowledge."
1d95019106bb5a945390f147e1ea5d989fe5de12763d06cecf00c4c44ea6b4f6:1,36,"Cultural exchange mixes perspectives, so creativity gains new soil.","['opinion', 'social', 'figure of speech', 'positive', 'reasoning', 'abstract']",openai/gpt-6-astra,z-ai/glm-5.3-flash:batch,opinion,3,"The claim that cultural exchange boosts creativity is a plausible generalization, but it is a subjective, aphoristic assertion that cannot be definitively demonstrated or refuted as stated. It reads as something someone believes or wants others to accept rather than an objectively verifiable fact.",social,4,"Cultural exchange, perspectives, and creativity are all human-centered concepts rooted in beliefs, perceptions, and social constructs. None of these refer to measurable physical or natural-world features.",figure of speech,4,"The phrase 'creativity gains new soil' is a metaphor; creativity does not literally grow in soil. The statement as a whole functions like an aphorism rather than plain, literal language.",positive,3,"The statement describes an asserted relationship in the world (mixing perspectives fosters creativity) rather than prescribing what should be or expressing a value judgment. It is descriptive, even if metaphorical and hard to verify.",reasoning,3,"The word 'so' signals an inferential structure: because cultural exchange mixes perspectives, it concludes that creativity benefits. It combines a general observation with logic to arrive at a conclusion.",abstract,2,"While individuals may personally encounter cultural exchange, the statement is a broad, general regularity about its effect on creativity that goes beyond what any single person's everyday experience could establish. I am somewhat unconfident because the underlying experience is fairly common.",1,"This statement expresses widely shared folk wisdom: that exposure to different cultures and perspectives enriches thinking and sparks new ideas. It is the kind of intuitive, general belief people commonly hold and apply without needing formal evidence, making it an example of human common sense."
5a2334dea054487c559f60099527317942563b3c709cf098da4e135f422d148f:1,11,"Since public debate needs bridges, opponents should seek understanding rather than humiliation.","['opinion', 'social', 'figure of speech', 'normative', 'reasoning', 'abstract']",openai/gpt-6-astra,z-ai/glm-5.3-flash:batch,opinion,4,"The statement prescribes how opponents in a debate ought to behave, which is a value judgment about what is desirable rather than something that can be objectively demonstrated true or false. It inherently reflects a subjective view of how public discourse should work.",social,4,"The statement concerns public debate, opponents, understanding, and humiliation, all of which are socially constructed concepts about human interaction and norms. Nothing here refers to measurable physical or natural phenomena.",figure of speech,4,"The phrase 'needs bridges' is a metaphor: public debate does not literally require physical bridges, but rather connections or rapport between opposing sides. This figurative element drives the whole statement.",normative,4,"The word 'should' explicitly expresses a judgment about how people ought to act, reflecting a value or social norm. It does not describe an empirical regularity or scientific law.",reasoning,3,"The structure 'Since X, opponents should Y' presents a conclusion derived from a premise combined with implied values and logic, rather than merely reporting an observation. It is an argument for a course of action.",everyday,3,"Disagreements with opponents and the choice between understanding and humiliating them are situations people commonly encounter in ordinary discussions and arguments. The general principle is grounded in accessible, everyday interpersonal experience, though it is stated as a general rule.",1,"The statement reflects a widely shared, intuitively understood social principle: that resolving disagreements through mutual understanding is more productive and constructive than humiliating the other side. This kind of practical wisdom about human interaction is a classic example of human common sense."
12a8ab2ebe78a16aad12417c19c3f871708863abe79dc5c0b5169c4baabe6392:1,16,"Because punishment cannot turn back clocks, justice should also make room for rehabilitation.","['opinion', 'social', 'figure of speech', 'normative', 'reasoning', 'abstract']",openai/gpt-6-astra,z-ai/glm-5.3-flash:batch,opinion,4,"The claim that justice 'should' make room for rehabilitation is a value judgment about how society ought to act, which cannot be proven or disproven objectively. It is a stance someone holds or advocates, not a verifiable state of affairs.",social,4,"Justice, punishment, and rehabilitation are human institutions and socially constructed concepts governed by norms and laws, not measurable features of the natural world. Nothing here is empirical in a physics or biology sense.",figure of speech,4,"'Turn back clocks' is a metaphor for undoing the past, and 'make room for' metaphorically treats justice as a container with limited space. Neither phrase is meant literally.",normative,4,The statement prescribes what justice ought to do rather than describing an empirical regularity. The word 'should' signals a value-based judgment about the justice system.,reasoning,4,"The statement uses 'because' to derive a conclusion (justice should include rehabilitation) from a premise (punishment cannot undo past harm). It is an argument combining a general observation with logic, not a standalone observation.",abstract,3,"While the intuition that the past cannot be undone is everyday, the conclusion concerns the design of the justice system as an institution, a societal-level policy matter. This kind of normative conclusion about abstract institutions is not arrived at solely through individual lived experience.",1,"The statement reflects a widely shared, intuitive moral understanding: punishment cannot undo harm, so justice should also aim to repair and reform. This is ordinary practical moral reasoning about how to respond to wrongdoing, even though it is expressed abstractly."
