source_id,source_row,statement,design_point,gen_model,judge_model,fact_classification,fact_confidence,fact_explanation,physical_classification,physical_confidence,physical_explanation,literal language_classification,literal language_confidence,literal language_explanation,positive_classification,positive_confidence,positive_explanation,knowledge_classification,knowledge_confidence,knowledge_explanation,everyday_classification,everyday_confidence,everyday_explanation,commonsense,commonsense_explanation
c12e16f3ef6de5bcd7a728b0262d440b788c2d8358ec8aedc374e7fc65819987:1,622,The Earth is a tiny blue marble in space.,"['fact', 'physical', 'figure of speech', 'positive', 'knowledge', 'abstract']",meta/muse-spark-1.3,z-ai/glm-5.3-flash:batch,fact,4,"Earth's size and color in space can be objectively verified through photographs and measurements, independent of opinion.",physical,4,"The statement describes a physical object, the Earth, and its appearance from space, which is governed by natural rules.",figure of speech,4,"'Tiny blue marble' is a well-known metaphor for how Earth appears from space, not literal language.",positive,4,"The statement describes an empirical fact about the world, not a judgment or value.",knowledge,4,It is an observation about the world rather than a conclusion derived by combining knowledge with logic.,abstract,3,"Viewing Earth as a small marble in space requires an astronomical perspective that ordinary individual experience cannot directly provide, though the imagery is widely familiar.",1,The idea that Earth is a small blue planet floating in space is widely known and accepted basic world knowledge held by most people.
632207118547348a5aed0bb5dd15749451953e7036d233f8c707065c9daa051f:1,85,We should plant trees because cities will get hotter.,"['opinion', 'physical', 'literal language', 'normative', 'reasoning', 'abstract']",meta/muse-spark-1.3,z-ai/glm-5.3-flash:batch,fact,3,"Cities becoming hotter (urban heat) can be empirically verified, and the statement's premise is about observable climate effects, though the 'should' makes it partly prescriptive.",physical,4,"Urban heat, trees, and temperature are measurable physical/biological phenomena governed by natural processes.",literal language,4,"The statement uses plain language meaning exactly what it says, with no metaphor or hyperbole.",normative,3,"The phrase 'we should' expresses a recommendation or value judgment about what ought to be done, not merely an empirical claim.",reasoning,3,"It combines knowledge (trees cool cities, cities will get hotter) with logic to arrive at a conclusion about a course of action.",everyday,3,"Planting trees in cities and experiencing urban heat are ordinary, tangible situations people encounter, not abstract theoretical regularities.",1,"This reflects widely shared practical understanding: trees provide shade and cooling, so planting them helps counter rising urban temperatures — a typical common-sense inference."
882a86be5baf40058fd8d5ba1410d92a22dfcf3c19246f5a1fffc1d570da6763:1,1012,Good manners open doors everywhere.,"['fact', 'social', 'figure of speech', 'normative', 'knowledge', 'everyday']",meta/muse-spark-1.3,z-ai/glm-5.3-flash:batch,opinion,3,Whether good manners truly open doors everywhere is inherently subjective and cannot be objectively demonstrated; it is a belief one wants others to accept.,social,4,"Manners are socially constructed conventions governing human interaction, not physical or natural phenomena.",figure of speech,4,"'Open doors' is a metaphor for gaining opportunities or acceptance, not literal doors being opened.",normative,3,"The statement reflects a belief about social norms and values regarding polite behavior, rather than an empirical law.",knowledge,3,"It expresses a general observation or belief about social life, not a conclusion derived from stated premises.",everyday,4,Manners and social interactions are things people encounter in ordinary daily experiences.,1,"This is a classic piece of everyday wisdom about how politeness and social graces help people gain access, goodwill, and opportunities in life."
988cb8c0e8a9813c381e5cc3d8acec8a828082af9c48bc338efe13e332a75c6c:1,727,"If the queue is long, you should wait your turn quietly.","['opinion', 'social', 'literal language', 'normative', 'reasoning', 'everyday']",meta/muse-spark-1.3,z-ai/glm-5.3-flash:batch,opinion,3,The advice to wait quietly is a social recommendation that cannot be objectively demonstrated as correct or incorrect. It reflects a preference about how one should behave.,social,4,"Queues and waiting one's turn are socially constructed concepts governing human interaction, not features describable by natural laws.",literal language,4,"The statement means exactly what it says: if there is a long queue, wait quietly. There is no metaphor or hyperbole.",normative,4,"The word 'should' makes this a prescriptive judgment about proper behavior, i.e., a social norm, rather than an empirical claim.",reasoning,3,"The statement combines knowledge (long queue exists, social norms about fairness) with logic to arrive at a recommended conclusion.",everyday,4,"Queues are situations people routinely encounter in ordinary life, such as in stores or at ticket counters.",1,This is a classic example of human common sense: everyone understands that queues are first-come-first-served and that one should wait one's turn politely.
81ebb48fdfd50e99b80d742b7ad176be623bd1c3c3152ac709b0255901cd6bc4:1,301,Honesty is the best policy.,"['opinion', 'social', 'figure of speech', 'normative', 'knowledge', 'abstract']",meta/muse-spark-1.3,z-ai/glm-5.3-flash:batch,opinion,4,Whether honesty is the 'best policy' is a value judgment that cannot be objectively demonstrated true or false. Reasonable people can disagree about its universal validity.,social,4,"The statement concerns honesty, a socially constructed concept rooted in human norms and perceptions. It has no basis in physical laws or empirical measurement.",figure of speech,3,"This is a well-known aphorism/proverb rather than plain literal language. 'Policy' here is used loosely, and the phrase functions as a piece of folk wisdom.",normative,4,The statement prescribes how one should behave rather than describing an empirical regularity. It expresses a value or social norm about honesty.,knowledge,2,"It states a general belief about honesty without presenting a logical derivation, so it reads as a piece of knowledge/wisdom. However, one could argue it implicitly reasons from experience about the consequences of honesty, so confidence is moderate.",everyday,3,"Honesty in daily interactions is a situation people commonly encounter in ordinary life. Though phrased abstractly, it is grounded in everyday experiences of telling the truth or lying.",1,"This is a classic proverb expressing widely shared folk wisdom about the practical and moral benefits of honesty in everyday social life, which is a typical example of human common sense."
3284b8a3e4e1933f81f7fdb671981fd15ef2013e2e94b21463b61f6f3128828d:1,525,Fame is a fleeting shadow chasing egos.,"['opinion', 'social', 'figure of speech', 'positive', 'knowledge', 'abstract']",meta/muse-spark-1.3,z-ai/glm-5.3-flash:batch,opinion,4,Fame's nature as a fleeting shadow chasing egos is a subjective characterization that cannot be objectively verified or falsified.,social,4,"Fame and ego are socially constructed concepts rooted in human perception and status, not measurable physical phenomena.",figure of speech,4,"The statement uses metaphor, comparing fame to a fleeting shadow that chases egos, rather than plain literal language.",normative,3,"It expresses a judgment about the value and nature of fame rather than an empirical regularity, though it is somewhat descriptive-sounding.",knowledge,3,It presents an observation or belief about fame rather than a conclusion derived from explicit premises and logic.,abstract,3,"It is a general claim about the abstract nature of fame, not tied to a concrete everyday situation someone directly encounters.",1,"The statement reflects a widely shared intuitive understanding that fame is temporary and can inflate people's egos, a belief many humans hold from ordinary social experience."
057b77e81d66de01b6c8fcf4030530496011401f93960a07004d839bfb73a247:1,831,"Wet leaves are slick banana peels, so autumn stairs will cause nasty slips.","['opinion', 'physical', 'figure of speech', 'positive', 'reasoning', 'everyday']",meta/muse-spark-1.3,z-ai/glm-5.3-flash:batch,fact,3,"Slipperiness of wet leaves and resulting falls can be empirically demonstrated, though 'nasty' is somewhat subjective. Overall the claim is testable.",physical,4,"It concerns friction, moisture, and falling on stairs, which are governed by natural laws and measurable empirically.",figure of speech,4,The simile 'wet leaves are slick banana peels' is a metaphor/simile comparing leaves to banana peels.,positive,4,"It describes an empirical prediction about what will happen in the world, not a value judgment.",reasoning,3,It combines the knowledge that wet leaves are slippery with logic to conclude autumn stairs will cause slips.,everyday,4,Walking on outdoor stairs with wet leaves is an ordinary everyday situation people can encounter.,1,"This is a classic common-sense inference: knowing wet leaves are slippery and that people walk on stairs in autumn, one predicts a slip hazard."
167418b4477f2955306c86277660261df63af37798a77717620c46529dab7cfb:1,21,"Birds of a feather flock together, so friends share values.","['opinion', 'social', 'figure of speech', 'positive', 'reasoning', 'abstract']",meta/muse-spark-1.3,z-ai/glm-5.3-flash:batch,opinion,3,Whether friends share values is a loose generalization that cannot be objectively demonstrated true or false. It is a folk belief about human relationships.,social,4,"The statement concerns friendship, values, and social behavior, all of human origin rather than natural or physical laws.",figure of speech,4,"The statement is built on the aphorism 'birds of a feather flock together,' which is metaphorical and not meant literally about birds.",positive,2,"It asserts an empirical regularity about how people actually behave (similar people become friends), rather than prescribing what should be. However, it borders on expressing a shared belief or norm about friendship.",reasoning,3,The statement uses the 'so' structure to infer a conclusion (friends share values) from a premise (similar people associate). It combines a piece of folk knowledge with a logical step.,everyday,4,Friendships and forming bonds with similar people are ordinary experiences everyone encounters in daily life.,1,"This is a classic piece of folk wisdom about friendship and similarity that most people learn and apply in everyday social life, making it a good example of human common sense."
8ecadb61102e4dd68c7053a07e3651ebf2b1c7d9e1b0b07ab33fc0322e40661d:1,700,"Dusty room makes you sneeze, so clean it like springtime flood.","['opinion', 'physical', 'figure of speech', 'normative', 'reasoning', 'everyday']",meta/muse-spark-1.3,z-ai/glm-5.3-flash:batch,fact,3,Dust causing sneezing is a demonstrable biological fact; the cleaning advice is practical but grounded in observable cause and effect.,physical,4,"Sneezing from dust and cleaning a room concern biological and physical phenomena, not socially constructed beliefs.",figure of speech,4,"'Clean it like springtime flood' is a metaphorical, poetic comparison rather than plain literal instruction.",normative,3,"The statement includes a prescriptive recommendation ('clean it'), expressing what one should do rather than just describing the world.",reasoning,3,It combines the observation that dust causes sneezing with a logical conclusion that one should therefore clean the room.,everyday,4,"Dusty rooms, sneezing, and cleaning are ordinary experiences people commonly encounter.",1,"The statement reflects everyday common sense: dust irritates people, so cleaning the room is the sensible response, even though it is phrased metaphorically."
2b306398528b65c0d6a0a978b99e68c4621678f1002a016601e8b5a9726e6e2c:1,602,"Don't cry over spilled milk, so wipe it up quickly.","['fact', 'physical', 'figure of speech', 'normative', 'reasoning', 'everyday']",meta/muse-spark-1.3,z-ai/glm-5.3-flash:batch,opinion,3,"The advice not to cry over spilled milk is a subjective recommendation about attitude, not something demonstrably correct or incorrect.",physical,3,It refers to a concrete physical event—spilled liquid that needs wiping up—grounded in the everyday physical world rather than socially constructed ideas.,figure of speech,4,'Don't cry over spilled milk' is a well-known idiom meaning not to dwell on trivial mishaps.,normative,3,"The statement prescribes how one should act (wipe it up, don't lament), expressing advice rather than an empirical regularity.",reasoning,2,"It combines knowledge of spilled milk being irreversible with a conclusion about the sensible response, so it has a mild reasoning structure.",everyday,4,Spilled milk and cleaning up small messes are ordinary situations anyone can encounter.,1,"This is a classic common-sense adverbial of everyday prudence: don't waste energy lamenting small mishaps, just fix them practically."
