source_id,source_row,statement,design_point,gen_model,judge_model,fact_classification,fact_confidence,fact_explanation,physical_classification,physical_confidence,physical_explanation,literal language_classification,literal language_confidence,literal language_explanation,positive_classification,positive_confidence,positive_explanation,knowledge_classification,knowledge_confidence,knowledge_explanation,everyday_classification,everyday_confidence,everyday_explanation,commonsense,commonsense_explanation
a7e3d20b46998df984b7dae391bf5236a32adf48fd94d3351dd8f7c89de91044:1,1,"When central banks print money freely, prices balloon, so savings melt away.","['fact', 'social', 'figure of speech', 'positive', 'reasoning', 'abstract']",anthropic/claude-opus-5.5,google/gemini-3.8-flash,fact,3,"The statement asserts an empirical cause-and-effect relationship in economics regarding money supply, inflation, and purchasing power that can be tested against data.",social,4,"Central banks, currency, prices, and savings are all socially constructed economic institutions and conventions of human origin.",figure of speech,4,"The phrasing relies on vivid metaphors, depicting prices as 'ballooning' and savings as 'melting away.'",positive,3,It describes a purported empirical regularity and outcome in the world rather than making a moral prescription or value judgment.,reasoning,4,"The word 'so' explicitly introduces a logical deduction, linking the cause (money creation leading to higher prices) to the effect (depreciation of savings).",abstract,3,Monetary policy and macroeconomic aggregate price dynamics are complex systemic regularities that cannot be understood purely through individual everyday perception.,0,"Understanding the macroeconomic chain between central bank monetary policy, aggregate price inflation, and real savings devaluation relies on economic education rather than basic intuitive common sense."
b66e058b75200ace8172470e06eb2c2008c4464f3b9d7d079356b4514793a0a8:1,4,"Raising interest rates cools an overheated economy, so borrowing slows.","['fact', 'social', 'figure of speech', 'positive', 'reasoning', 'abstract']",anthropic/claude-opus-5.5,google/gemini-3.8-flash,fact,3,"The statement asserts an empirical causal relationship in macroeconomics that can be tested and evaluated using economic data. Although economic mechanisms can be debated, it is presented as an objective claim rather than a subjective personal belief.",social,4,"Interest rates, economies, and borrowing are social conventions and financial systems created by human institutions. They do not exist independently in the natural or physical world.",figure of speech,4,"The terms 'cools' and 'overheated' are metaphors drawn from temperature and thermodynamics applied non-literally to economic activity. Because it relies on metaphor, it uses figurative language.",positive,4,The statement describes a descriptive claim about how the economy functions rather than offering a value judgment or prescriptive policy recommendation. It contains no normative words like 'should' or 'ought'.,reasoning,3,"The inclusion of 'so' frames the statement as an inference or causal chain connecting rate hikes, economic conditions, and borrowing behaviors. It presents a logical conclusion derived from economic premises.",abstract,3,Macroeconomic concepts such as aggregate interest rate policy and an 'overheated economy' cannot be directly perceived in everyday personal life. They require abstract models and aggregate statistical measures to observe.,0,"Macroeconomic monetary policy and its transmission mechanisms are specialized economic concepts rather than basic, universally understood everyday human common sense."
48706f98aac4846878511a9088840236a138b9bd901f46acf44ca1e276e3ead2:1,2,"Scarcity makes prices skyrocket, so a drought sends bread costs through the roof.","['fact', 'social', 'figure of speech', 'positive', 'reasoning', 'abstract']",anthropic/claude-opus-5.5,google/gemini-3.8-flash,fact,3,"The relationship between supply scarcity and rising prices can be objectively tested and measured using historical economic data. Confidence is somewhat high because while economic outcomes vary by context, the statement describes an empirical regularity rather than personal taste.",social,3,"Although a drought is a physical meteorological event, prices and market costs are socially constructed economic mechanisms. Confidence is solid because the core of the statement concerns pricing and market behavior.",figure of speech,4,Phrases like 'skyrocket' and 'through the roof' are hyperbolic idioms used metaphorically rather than taken literally. Confidence is very high due to the clear presence of figurative idioms.,positive,4,The statement explains a cause-and-effect mechanism about how markets function rather than prescribing how things ought to be. Confidence is very high because it makes an empirical claim without moral judgment.,reasoning,4,The word 'so' connects a general economic principle about scarcity directly to a logical deduction about drought and bread prices. Confidence is very high because a clear inference is drawn from a premise.,everyday,3,"Buying bread and noticing grocery price increases due to weather events is a familiar occurrence in ordinary life. Confidence is fairly high, though it also invokes a general economic principle.",1,"It is widely understood common sense that when bad weather ruins crops, food becomes scarcer and therefore more expensive to buy."
add5b882ab292cb8913ccb98bda2dc9b46cb6f1806f5fbca755467524f578845:1,3,"Rumors spread like wildfire online, so false news outruns corrections.","['fact', 'social', 'figure of speech', 'positive', 'reasoning', 'abstract']",anthropic/claude-opus-5.5,google/gemini-3.8-flash,fact,3,The claim makes an empirical assertion about the relative speed of misinformation versus corrections online that can be scientifically tested and measured.,social,4,"The statement concerns rumors, news, and communication networks, which are entirely human and social constructs.",figure of speech,4,The statement relies on the idiom 'spread like wildfire' and the metaphorical personification of false news 'outrunning' corrections.,positive,4,It describes an observable pattern of how information circulates rather than making a moral or normative value judgment.,reasoning,3,The word 'so' connects an observation about rapid spread to an inferential conclusion about false news outpacing corrections.,everyday,3,Encountering viral rumors and delayed retractions on social media is a familiar aspect of modern daily internet use.,1,It is widely recognized common sense among modern internet users that sensational rumors propagate much faster than factual corrections.
b502e2abe4c3e276940c586ba0f14780adc00bb009d58dc148898cb2a12701f5:1,6,"Mass layoffs drain consumer wallets, so retail sales take a nosedive.","['fact', 'social', 'figure of speech', 'positive', 'reasoning', 'abstract']",anthropic/claude-opus-5.5,google/gemini-3.8-flash,fact,3,The statement asserts an empirical causal relationship between unemployment and retail spending that can be objectively tested and measured with economic data.,social,4,"Layoffs, consumer finances, and retail sales are human institutions and economic constructs rather than physical laws of nature.",figure of speech,4,Phrases like 'drain consumer wallets' and 'take a nosedive' are idiomatic metaphors used to describe financial loss and rapid decline.,positive,4,The statement describes an empirical cause-and-effect relationship rather than making a moral judgment or expressing how things ought to be.,reasoning,4,The use of the connective 'so' explicitly links a premise about reduced consumer income to the deduced conclusion that retail sales drop.,abstract,3,Aggregate macroeconomic phenomena like economy-wide mass layoffs and retail sales metrics cannot be directly observed through isolated individual daily experience.,1,"It is widely understood intuitive common sense that when widespread job losses occur, people have less money to spend, leading to lower sales for stores."
6ae58a22ac4189ad6cc38fcd5b67f7095ea82c7ff1d8a9648fe07efb8af45076:1,5,"Tax hikes on cigarettes choke demand, so fewer people smoke.","['fact', 'social', 'figure of speech', 'positive', 'reasoning', 'abstract']",anthropic/claude-opus-5.5,google/gemini-3.8-flash,fact,4,This is an empirical claim about the relationship between tax rates and smoking rates that can be tested and verified with statistical data.,social,4,"Taxes, economic demand, and consumer behavior are human-created social and economic constructs.",figure of speech,4,The phrase 'choke demand' uses the verb 'choke' metaphorically rather than in its literal physical sense.,positive,4,The statement describes an empirical causal relationship without asserting value judgments or claiming whether taxes should be raised.,reasoning,4,The connective 'so' derives a logical consequence (fewer people smoke) from a premise (tax hikes reduce demand).,abstract,3,Evaluating market-wide demand shifts and population-level smoking rates requires aggregate statistical analysis beyond individual everyday observation.,1,It reflects the widely understood common-sense intuition that raising the price of a good discourages people from buying and using it.
7fe6bafc0725fa2aa4e0a2deff88ea4749c25ac97b84c77842d642d9cdb6f022:1,8,"Compound interest snowballs debt, so unpaid credit cards become a mountain.","['fact', 'social', 'figure of speech', 'positive', 'reasoning', 'abstract']",anthropic/claude-opus-5.5,google/gemini-3.8-flash,fact,4,"Mathematically and financially, compound interest objectively causes unpaid debt balances to grow rapidly over time.",social,4,"Credit cards, monetary debt, and financial interest are socially constructed economic institutions rather than natural physical laws.",figure of speech,4,"The statement employs metaphorical phrasing, describing debt as 'snowballing' and turning into a 'mountain'.",positive,4,"The statement asserts an empirical, cause-and-effect relationship without making a moral prescription about what ought to be done.",reasoning,4,The word 'so' connects a known principle of compound interest to the logical conclusion that credit card debt accumulates severely.,everyday,4,Managing credit card debt and experiencing interest charges is a routine financial reality encountered in ordinary daily life.,1,It is widely understood practical common sense that ignoring credit card balances leads to rapidly escalating debt due to interest.
533073c9492f197332d56ed9980094864abfce90ace19fb854f250646d57d56a:1,10,"Aging populations shrink the workforce, so pension systems buckle under pressure.","['fact', 'social', 'figure of speech', 'positive', 'reasoning', 'abstract']",anthropic/claude-opus-5.5,google/gemini-3.8-flash,fact,3,"The relationship between demographic aging, labor force size, and pension fund solvency is an empirical claim that can be objectively tested with demographic and economic data.",social,4,Workforces and pension systems are human-created socioeconomic institutions and conventions.,figure of speech,4,The phrase 'buckle under pressure' uses a mechanical metaphor to describe institutional financial strain.,positive,4,The statement describes a cause-and-effect mechanism about how the world works without making value judgments or prescribing policy.,reasoning,4,The presence of the connector 'so' explicitly links a premise about demographic shifts to a reasoned conclusion about pension solvency.,abstract,4,"Demographic trends and institutional pension dynamics are large-scale macroeconomic phenomena that cannot be observed solely through personal, everyday experience.",0,"This statement expresses an abstract macroeconomic and demographic analysis rather than basic, intuitive everyday human common sense."
fb94dd533391e50358d5861bb39a832b9f11fed9b0d89c4ba4e047a1ca7ad518:1,9,"Languages borrow words constantly, so English is a patchwork quilt of tongues.","['fact', 'social', 'figure of speech', 'positive', 'reasoning', 'abstract']",anthropic/claude-opus-5.5,google/gemini-3.8-flash,opinion,3,Describing English as a 'patchwork quilt of tongues' is a subjective characterization rather than a strictly falsifiable factual claim.,social,4,Human language and linguistic borrowing are inherently social constructs and cultural phenomena.,figure of speech,4,The phrase 'patchwork quilt of tongues' is a vivid metaphor used to describe linguistic borrowing.,positive,3,The statement attempts to describe how languages operate and develop rather than making a moral or prescriptive evaluation.,reasoning,4,The conjunction 'so' indicates that the statement presents a premise followed by a logical deduction or conclusion.,abstract,3,Broad historical patterns of linguistic evolution and borrowing cannot be directly observed through ordinary personal experience alone.,0,Knowledge of how languages evolve and borrow vocabulary over centuries is a matter of academic or historical learning rather than basic intuitive common sense.
38696b545be608977d7fbce44fce96035998d4d9f6bbda46bd9aedb4426db453:1,7,"A bank run snowballs, because each withdrawal fuels fear of the next.","['fact', 'social', 'figure of speech', 'positive', 'reasoning', 'abstract']",anthropic/claude-opus-5.5,google/gemini-3.8-flash,fact,4,The self-reinforcing mechanism of a bank run is an empirically documented and verifiable economic phenomenon. It describes an objective dynamic rather than an individual subjective value judgment.,social,4,"The statement concerns banking systems, monetary withdrawals, and human emotional reactions, all of which are social constructs and behaviors. It inherently depends on human institutional arrangements rather than physical laws.",figure of speech,4,The verbs 'snowballs' and 'fuels' are used metaphorically to describe rapid growth and psychological escalation. They do not refer to actual snow or literal combustion.,positive,4,The sentence makes a descriptive claim about how an economic mechanism functions without stating how things ought to be. It presents a causal regularity rather than a moral or normative evaluation.,reasoning,4,"The use of the conjunction 'because' links an observation to an explanatory cause, demonstrating a causal argument. It derives the escalation of the bank run from the psychological effect of successive withdrawals.",abstract,3,Bank runs are systemic macroeconomic events driven by collective feedback loops rather than routine daily individual experiences. Understanding the mechanism relies on generalized economic principles rather than everyday personal observation.,1,It reflects the widely understood common-sense intuition that fear and panic can become contagious and self-fulfilling in a crowd.
