source_id,source_row,statement,design_point,gen_model,judge_model,fact_classification,fact_confidence,fact_explanation,physical_classification,physical_confidence,physical_explanation,literal language_classification,literal language_confidence,literal language_explanation,positive_classification,positive_confidence,positive_explanation,knowledge_classification,knowledge_confidence,knowledge_explanation,everyday_classification,everyday_confidence,everyday_explanation,commonsense,commonsense_explanation
99ba973aa129e040e9579e972828b9038922c3f41aa63e2c8613c2b41ce2f2bd:1,2,"Since carbon emissions warm the planet, humanity should burn fewer fossil fuels.","['fact', 'physical', 'literal language', 'normative', 'reasoning', 'abstract']",anthropic/claude-fable-5.1,meta/muse-spark-1.3,opinion,4,"The word 'should' expresses a value judgment that warming is bad and ought to be prevented, which cannot be proven true or false objectively. I am very confident because the prescriptive conclusion dominates the statement despite the factual premise.",social,3,"Although the premise about warming is physical, the main claim prescribes human behavior based on preferences and values. I am somewhat confident because the statement blends physical knowledge with a social prescription.",literal language,4,"The statement uses plain direct wording with no metaphor, hyperbole, or aphorism. I am very confident because each term means exactly what it says.",normative,4,The use of 'should' makes a judgment about what humanity ought to do rather than just describing the world. I am very confident because normative language is explicit.,reasoning,4,"The 'Since..., ...should' structure combines a premise about emissions with logic to derive a policy conclusion. I am very confident because the reasoning connective is explicit.",abstract,4,Planetary warming from emissions cannot be observed by an individual in ordinary experience and requires aggregate scientific data. I am very confident because the scale is global and statistical.,0,This relies on scientific knowledge about climate and policy reasoning rather than directly observable everyday experience.
8d391623aade6713850c3445df16cb7f9c3a29d7b0eb673c98874997b3475004:1,1,"Because vaccines prevent deadly diseases, whole populations should be vaccinated.","['fact', 'physical', 'literal language', 'normative', 'reasoning', 'abstract']",anthropic/claude-fable-5.1,meta/muse-spark-1.3,opinion,4,The word 'should' makes a prescriptive value judgment that cannot be demonstrated objectively true or false. I am very confident because such ought-claims are inherently subjective under the definition.,social,3,"Although the premise about disease prevention is biological, the overall claim prescribes human behavior and population policy. I am somewhat confident because the statement mixes both, but its main claim is social.",literal language,4,"The statement uses plain, direct wording with no metaphor, hyperbole, or aphorism. I am very confident because it means exactly what it says.",normative,4,The use of 'should' expresses a judgment about what ought to be done rather than an empirical regularity. I am very confident because this is a textbook normative marker.,reasoning,4,"The 'Because [premise], [conclusion]' structure explicitly derives a conclusion by combining knowledge and logic. I am very confident because the reasoning form is explicit.",abstract,3,"Population-level effectiveness and mandates cannot be observed through individual everyday experience alone and require statistical science. I am somewhat confident because vaccination is familiar, but the population generalization is abstract.",0,"It relies on specialized epidemiological knowledge plus a contested normative policy prescription, not a universally shared everyday observation."
134fa46ce35f24ec2677a0890d0bc716770fef3fe815d4ce5d93f9566e097f23:1,3,"Since antibiotics do not kill viruses, doctors should not prescribe them for colds.","['fact', 'physical', 'literal language', 'normative', 'reasoning', 'abstract']",anthropic/claude-fable-5.1,meta/muse-spark-1.3,opinion,3,"The overall claim is a prescriptive 'should' about medical practice that depends on values like efficacy and avoiding harm, not purely demonstrable fact, though the premise is factual, so I am somewhat confident it is opinion.",social,3,"While grounded in biology, the conclusion regulates doctors' prescribing behavior, a human professional norm, so I am somewhat confident it is social rather than purely physical.",literal language,4,"The wording uses plain medical terms meaning exactly what they say with no metaphor, hyperbole, or aphorism, so I am very confident it is literal language.",normative,4,"The phrase 'should not prescribe' expresses a value judgment about correct conduct rather than describing an empirical regularity, so I am very confident it is normative.",reasoning,4,"The 'Since... doctors should...' structure explicitly derives a conclusion from a biological premise by logic, so I am very confident it is reasoning.",everyday,3,"Colds and visiting a doctor are common experiences most people could encounter in ordinary life, so I am somewhat confident it is everyday despite needing scientific background.",0,"It requires specialized biomedical knowledge distinguishing viruses from bacteria and antibiotic stewardship, not just universal everyday intuition."
36e54578563e1570d40e4a53c03e8bf5883d00e68b08bb47bde4aafd397f2759:1,4,"Because radiation damages living cells, nuclear waste must be stored far from people.","['fact', 'physical', 'literal language', 'normative', 'reasoning', 'abstract']",anthropic/claude-fable-5.1,meta/muse-spark-1.3,opinion,3,"The 'must' expresses a prescriptive safety judgment that depends on valuing human health, which cannot be proven true or false purely objectively. I am somewhat confident because the causal premise itself is factual, making the overall status mixed.",physical,3,Radiation damaging cells and distance reducing exposure are objective biological and physical regularities measurable empirically. I am somewhat confident because the storage prescription also reflects a human safety preference.,literal language,4,"The words mean exactly what they say about radiation, cells, waste, and distance with no metaphor or hyperbole. I am very confident in this plain reading.",normative,4,"The phrase 'must be stored far from people' states what ought to be done based on a value of protecting people. I am very confident this is a normative judgment, not just a description.",reasoning,4,The 'Because' explicitly combines the premise about cell damage with logic to infer a storage conclusion. I am very confident this structure is reasoning rather than a single observation.,abstract,3,"Most people cannot directly observe radiation, cell damage, or nuclear waste management through ordinary experience. I am somewhat confident because while avoiding danger is familiar, this requires scientific knowledge beyond everyday observation.",1,Most adults share the general understanding that radiation is harmful and dangerous waste should be kept away from people.
850f13868e4f659a38f2990cccda96bd47d6fbb13f3d767140e45985f309ab43:1,6,"Because overfishing collapses fish populations, catch limits should be enforced.","['fact', 'physical', 'literal language', 'normative', 'reasoning', 'abstract']",anthropic/claude-fable-5.1,meta/muse-spark-1.3,opinion,3,"The main claim uses 'should be enforced,' a value judgment that cannot be proven objectively true or false, even though the premise about collapse is factual. I am somewhat confident because the statement mixes fact and opinion but the overall assertion is normative.",social,3,"While population collapse is biological, the conclusion advocates enforced catch limits, which are human-created rules. I am somewhat confident because the statement blends both domains but centers on social regulation.",literal language,4,"The wording states its meaning directly without metaphor, aphorism, or hyperbole; 'collapses' is standard population terminology. I am very confident this is plain language.",normative,4,The phrase 'should be enforced' prescribes what ought to be done rather than describing an empirical regularity. I am very confident this is a value judgment.,reasoning,4,"The 'Because' structure combines a premise about overfishing with logic to derive a policy conclusion. I am very confident this is reasoning, not mere observation.",abstract,3,Population collapse and fisheries enforcement cannot be observed by an individual in daily life and require aggregated scientific and policy knowledge. I am somewhat confident it exceeds ordinary experience.,0,It relies on ecological science and fisheries policy reasoning rather than universally shared everyday experience.
033fe4949421b3636581a72384feb02abd62b5523a708b0cd7d087a619e21115:1,5,"Since lead harms brain development, it should not be used in drinking-water pipes.","['fact', 'physical', 'literal language', 'normative', 'reasoning', 'abstract']",anthropic/claude-fable-5.1,meta/muse-spark-1.3,opinion,4,"The 'should not be used' prescription expresses a value judgment that cannot be proven objectively true or false, so it is opinion. I am very confident because should-statements are paradigmatically subjective.",social,3,"The overall claim prescribes human plumbing practice to avoid harm, which is a socially governed choice rather than a pure natural fact, so it is social. I am only somewhat confident because the lead-toxicity premise itself is physical/biological.",literal language,4,"The sentence uses plain direct wording with no metaphor, hyperbole, or aphorism. I am very confident as there is no figurative element to interpret.",normative,4,"The 'should not' expresses a value-based prescription about what ought to be done, not just a description of what is. I am very confident because normative keywords clearly signal a judgment.",reasoning,4,The word 'Since' explicitly links the toxicity premise to a policy conclusion via logical inference. I am very confident because this premise-conclusion structure is the definition of reasoning.,abstract,3,"While drinking water is familiar, the link between lead exposure and impaired brain development cannot be observed by individual experience alone and requires scientific study, so it is abstract. I am somewhat confident because the pipe context is everyday but the causal knowledge is not.",1,It expresses a widely shared practical safety judgment that toxic materials should be kept out of drinking water.
2ec0c849d96477388f1cd408a41439cc5ae43b1ebf7bc5ac7f20ec44e08cfdc7:1,7,"Since steel bridges fatigue over decades, they must be inspected regularly.","['fact', 'physical', 'literal language', 'normative', 'reasoning', 'abstract']",anthropic/claude-fable-5.1,meta/muse-spark-1.3,fact,3,Steel fatigue and resulting failure risk can be empirically demonstrated independently of opinion. Confidence is somewhat reduced because 'must' adds a prescriptive tone.,physical,3,The core claim concerns material degradation governed by engineering and physics and measurable empirically. Confidence is moderate because regular inspection is also a human practice.,literal language,4,"The wording is plain technical language meaning exactly what it says, with no metaphor, hyperbole, or aphorism.",normative,4,"The phrase 'must be inspected regularly' prescribes an obligation based on safety values, not merely describes an empirical regularity.",reasoning,4,The 'Since... they must...' structure explicitly derives a conclusion about inspection by combining knowledge of fatigue with logic.,abstract,4,Fatigue unfolding over decades cannot be observed or inferred from ordinary individual everyday experience alone and requires long-term technical observation.,0,It relies on specialized engineering knowledge about long-term metal fatigue rather than widely shared everyday observation.
f3a9c263bfe4400cbca81063679f99be1912b6cf507b214ebbaea17fa430a596:1,9,"Since smoking causes lung cancer, people should not smoke.","['fact', 'physical', 'literal language', 'normative', 'reasoning', 'abstract']",anthropic/claude-fable-5.1,meta/muse-spark-1.3,opinion,4,"The 'people should not smoke' part expresses a value judgment about what people ought to do, which cannot be proven objectively true or false. Although the causal premise is factual, the overall prescription is inherently subjective.",social,3,"While the lung-cancer premise describes biology, the overall conclusion prescribes human behavior based on a preference to avoid harm. Thus the statement functions primarily as a human-origin norm rather than a pure physical description.",literal language,4,"The words mean exactly what they say with no metaphor, hyperbole, or aphorism. I am very confident because the phrasing is plain and direct.",normative,4,"The use of 'should not' expresses a judgment about desirable behavior that values health over smoking. This is a normative prescription, not just a description of an empirical regularity.",reasoning,4,"The 'Since..., ...' structure combines a known causal observation with logic to derive a recommendation. This is an inference, not just a standalone observation.",abstract,3,"The causal link between smoking and lung cancer requires population-level evidence and cannot be established by one person's everyday observation alone. I am somewhat confident because smoking encounters are everyday, but the regularity itself is abstract.",1,It reflects widely shared practical advice that people should avoid smoking because it harms health.
a031d7154008f274e7beaa614f2bd07abc088de05c7f7ca333f4f1cdbff2f02b:1,10,"Because Earth's fresh water is finite, it should not be wasted.","['fact', 'physical', 'literal language', 'normative', 'reasoning', 'abstract']",anthropic/claude-fable-5.1,meta/muse-spark-1.3,opinion,4,The 'should not be wasted' part expresses a value judgment that cannot be proven objectively true or false. I am very confident because the prescriptive should makes it subjective despite the factual premise.,social,3,"The core claim prescribes human behavior about wasting, reflecting values and norms rather than a measurable natural law. I am somewhat confident because the premise is physical but the conclusion is social.",literal language,4,"The wording is plain and direct with no metaphor, hyperbole, or aphorism. I am very confident because each word means exactly what it says.",normative,4,It makes a should-judgment about how people ought to act toward water. I am very confident because normative is defined by such value judgments.,reasoning,4,It uses Because to link the premise of finiteness to the conclusion not to waste. I am very confident because this explicit premise-conclusion structure fits reasoning.,abstract,3,Global finiteness of Earth's freshwater cannot be learned from personal daily observation alone and requires scientific knowledge. I am somewhat confident because water use itself is everyday but the global claim is abstract.,1,It reflects widely shared practical wisdom that limited resources should be conserved.
564f077f01ef9bb20dea1fe9167da6c6454d1fdd5ee16ca91e79c1e60d2fe192:1,8,"Because germs spread by hands, surgeons should wash before operating.","['fact', 'physical', 'literal language', 'normative', 'reasoning', 'abstract']",anthropic/claude-fable-5.1,meta/muse-spark-1.3,fact,3,Germ transmission by hands and the efficacy of washing can be demonstrated empirically independent of opinion. I am somewhat confident because the word 'should' adds a prescriptive element.,physical,3,It concerns biological transmission of germs which is measurable by natural science rather than human convention. I am somewhat confident because the surgeon recommendation also reflects a professional norm.,literal language,4,All words are used in their ordinary plain meaning with no metaphor or exaggeration. I am very confident because no figurative device is present.,normative,4,The main clause uses 'should' to prescribe required surgeon behavior rather than just state a regularity. I am very confident because prescriptive 'should' is a clear marker of normativity.,reasoning,4,The 'Because' explicitly links a premise about germ spread to a conclusion about washing. I am very confident because the premise-conclusion structure is overt.,everyday,3,"Hand-washing to avoid germs is familiar from daily life and schooling, making the principle widely encounterable. I am only somewhat confident because surgery itself is not an everyday setting for most people.",1,"It reflects widely shared practical understanding that hand hygiene prevents spreading invisible germs, especially before medical procedures."
