source_id,source_row,statement,design_point,gen_model,judge_model,fact_classification,fact_confidence,fact_explanation,physical_classification,physical_confidence,physical_explanation,literal language_classification,literal language_confidence,literal language_explanation,positive_classification,positive_confidence,positive_explanation,knowledge_classification,knowledge_confidence,knowledge_explanation,everyday_classification,everyday_confidence,everyday_explanation,commonsense,commonsense_explanation
c3a6e123e76f9e8ac53c6e552d8d6f47abda81035069297ab235801803b87703:1,3,"Since education opens society’s doors, opportunity should not depend on inherited keys.","['opinion', 'social', 'figure of speech', 'normative', 'reasoning', 'abstract']",openai/gpt-6-astra,qwen/qwen3.8-max-0902,opinion,4,"The statement asserts that opportunity 'should not' depend on inherited advantage, which is a value judgment that cannot be objectively proven true or false.",social,4,"Education, opportunity, and inherited privilege are all socially constructed concepts governing human experience, not physical or natural phenomena.",figure of speech,4,'Opens society's doors' and 'inherited keys' are metaphors for social access and generational privilege rather than literal doors and keys.,normative,4,"The word 'should' makes this a prescriptive value judgment about how society ought to distribute opportunity, not a description of an empirical regularity.",reasoning,3,"The statement combines the premise that education provides access with the logical/moral conclusion that opportunity should not be gated by birth, arriving at a derived position rather than a bare observation.",abstract,3,"While people may encounter educational inequality in daily life, the statement articulates a broad societal principle about structural opportunity that goes beyond any single individual's ordinary experience.",0,"Although the sentiment is widely shared, it is a normative political-philosophical claim about distributive justice rather than a taken-for-granted fact of everyday common sense."
f2ec0bbcf690afc02b88e3bfd083a56e231d1f9cf49ab91331ee0dd1651b9a19:1,4,"Because trust is society’s glue, institutions should prize honesty over convenient deception.","['opinion', 'social', 'figure of speech', 'normative', 'reasoning', 'abstract']",openai/gpt-6-astra,qwen/qwen3.8-max-0902,opinion,4,"The statement prescribes what institutions 'should' do, making it a value judgment that cannot be objectively verified. It reflects a particular ethical stance rather than a demonstrable fact.",social,4,"The statement concerns trust, honesty, deception, and institutional behavior, all of which are socially constructed concepts governing human interaction. None of these are physical or natural phenomena.",figure of speech,4,"The phrase 'trust is society's glue' is a metaphor, comparing trust to an adhesive substance that holds society together. Trust is not literally glue.",normative,4,"The statement uses 'should,' expressing a value judgment about what institutions ought to prioritize. It prescribes behavior based on ethical values rather than describing an empirical regularity.",reasoning,4,The statement uses 'Because' to present a premise (trust is society's glue) and derives a conclusion (institutions should prize honesty over convenient deception). This is an argument combining knowledge and logic.,abstract,3,"The statement discusses broad societal principles about institutions, trust, and honesty at a philosophical level. These are generalized regularities not directly observable through a single everyday experience.",1,"The idea that trust holds society together and that honesty should generally be valued over deception is a widely shared, intuitive moral belief that most people would recognize as reasonable common sense."
3b9d8daa558522ad6dd41d20c62d33347447834696d92d066c20786710dee1bb:1,1,"Since power is a borrowed crown, leaders should serve rather than rule.","['opinion', 'social', 'figure of speech', 'normative', 'reasoning', 'abstract']",openai/gpt-6-astra,qwen/qwen3.8-max-0902,opinion,4,The statement expresses a philosophical viewpoint about the nature of power and leadership that cannot be objectively verified. It reflects a value judgment about how leaders ought to behave.,social,4,"The statement concerns power, leadership, and governance, all of which are socially constructed concepts governing human relationships. There is no physical or natural-science content.",figure of speech,4,"The phrase 'power is a borrowed crown' is a metaphor, comparing power to a crown that is lent rather than owned. The overall statement reads as an aphorism rather than plain literal language.",normative,4,"The statement prescribes that leaders 'should serve rather than rule,' which is a value judgment about how leadership ought to be exercised. It is not describing an empirical regularity.",reasoning,3,"The statement uses 'since' to present a premise (power is a borrowed crown) and draws a conclusion (leaders should serve rather than rule), combining a belief with logic. This structure makes it an argument rather than a simple observation.",abstract,3,"The statement deals with broad philosophical concepts of power, leadership, and service rather than concrete everyday situations. Most people do not directly encounter the nature of political power in daily life, though the ideas are widely discussed.",1,The idea that leaders should be servants of the people rather than rulers over them is a widely shared and intuitively appealing notion across many cultures. It reflects a common-sense understanding that authority is entrusted to leaders for the benefit of those they lead.
6732baa85f5c60ceef06f81d18857b709fd14e484c7f63864577b77ab11d7f0d:1,2,"Because justice should be blind, wealth should never buy a lighter verdict.","['opinion', 'social', 'figure of speech', 'normative', 'reasoning', 'abstract']",openai/gpt-6-astra,qwen/qwen3.8-max-0902,opinion,4,"The statement expresses a value judgment about how justice should operate, using normative language ('should') that cannot be objectively verified. It is inherently subjective and reflects a moral belief rather than a demonstrable fact.",social,4,"The statement concerns justice, wealth, and legal verdicts, which are entirely socially constructed institutions governing human experience. It does not refer to any physical, biological, or natural phenomenon.",figure of speech,4,"'Justice should be blind' is a well-known metaphor meaning justice should be impartial, and 'wealth should never buy a lighter verdict' uses metaphorical language (wealth cannot literally 'buy' a verdict). The statement relies on figurative expressions to convey its meaning.",normative,4,"The statement uses 'should' twice, expressing judgments about how the justice system ought to operate rather than describing how it actually does. It reflects values and social ideals rather than empirical observations.",reasoning,4,The statement presents a conclusion ('wealth should never buy a lighter verdict') that is logically derived from a premise ('justice should be blind'). The word 'Because' explicitly signals this reasoning structure connecting a principle to its implication.,abstract,3,"While people may encounter legal proceedings, the statement articulates a broad philosophical principle about justice and equality before the law that cannot be observed or arrived at solely through individual everyday experience. It deals with systemic ideals rather than concrete daily situations.",1,"The idea that justice should be impartial and that money should not influence legal outcomes is a widely shared moral intuition in most societies. Most people would recognize this as a basic expectation of fairness in a legal system, making it an example of human common sense."
4b02304e3fe9f4fe8c4e6bf1e4055687223152838a03f1081d808a605f799ac6:1,5,"Since freedom needs room to breathe, governments should tolerate peaceful dissent.","['opinion', 'social', 'figure of speech', 'normative', 'reasoning', 'abstract']",openai/gpt-6-astra,qwen/qwen3.8-max-0902,opinion,4,"The statement expresses a value judgment about what governments 'should' do, which cannot be objectively proven true or false. It reflects a political philosophy perspective rather than a verifiable fact.",social,4,"The statement concerns freedom, governance, tolerance, and dissent—all socially constructed concepts about how human societies should be organized. These are inherently human-originated ideas rather than natural or physical phenomena.",figure of speech,4,"The phrase 'freedom needs room to breathe' is a metaphor—freedom is personified as needing to 'breathe' and have 'room,' which are figurative expressions rather than literal descriptions.",normative,4,"The statement uses 'should' to prescribe what governments ought to do, expressing a value judgment about tolerance and dissent. It is not describing an empirical regularity but advocating for a norm.",reasoning,4,"The statement presents a conclusion ('governments should tolerate peaceful dissent') derived from a premise ('freedom needs room to breathe'), using 'since' to indicate a logical connection between the two. It combines a belief with reasoning to arrive at a prescription.",abstract,4,"The statement deals with broad political philosophy concepts—freedom, governance, tolerance of dissent—that are not typically encountered in ordinary daily experiences. These are abstract principles about how societies should function at a systemic level.",1,"The idea that peaceful dissent should be tolerated by governments is a widely shared political intuition in many cultures, reflecting a common-sense understanding that suppressing non-violent disagreement is unjust and that freedom requires space for diverse expression."
4da83a7fcb7024982d11dc9755df34c950542ceedec36469033cc5f8caca516e:1,8,"Because markets need guardrails, profit should not excuse exploitation.","['opinion', 'social', 'figure of speech', 'normative', 'reasoning', 'abstract']",openai/gpt-6-astra,qwen/qwen3.8-max-0902,opinion,4,The statement expresses a value judgment about how markets ought to be regulated and how profit relates to exploitation; this cannot be empirically verified as objectively true or false.,social,4,"Markets, profit, exploitation, and guardrails are all human-constructed social and economic concepts, not features of the physical or natural world.",figure of speech,3,"The word ""guardrails"" is used metaphorically to refer to regulations or constraints on markets, rather than literal physical barriers.",normative,4,"The statement prescribes what should or should not be the case (""profit should not excuse exploitation""), making it a normative claim about values and social norms.",reasoning,4,"The statement presents a conclusion (""profit should not excuse exploitation"") derived from a premise (""markets need guardrails""), connected by the logical connector ""because.""",abstract,3,"While people may encounter market interactions in daily life, the statement deals with broad principles about market regulation and the ethics of profit that go beyond individual everyday experience.",1,"The idea that markets require some form of oversight and that profit does not justify exploiting people is a widely held, broadly shared intuition in many societies, making it an example of common sense."
43fdc20b8a52c2a855be66d1897e8a7b5c3d2e6a7ea723213579ca6c65b257f0:1,6,"Because poverty is no moral stain, societies should offer help without humiliation.","['opinion', 'social', 'figure of speech', 'normative', 'reasoning', 'abstract']",openai/gpt-6-astra,qwen/qwen3.8-max-0902,opinion,4,"The statement expresses a value judgment about how society should treat poverty, which cannot be objectively proven true or false. It reflects a moral and ethical stance that people may agree or disagree with.",social,4,"The statement concerns social beliefs about poverty, moral values, and how societies should organize aid—all of which are socially constructed concepts governing human experience.",literal language,3,"The phrase 'no moral stain' could be seen as slightly metaphorical (comparing poverty to a stain), but the overall meaning is plain and direct. However, 'moral stain' is a common expression, making this borderline; I lean toward literal since the meaning is straightforward.",normative,4,"The statement contains a clear normative claim ('societies should offer help without humiliation'), expressing a value judgment about what ought to be done rather than describing an empirical regularity.",reasoning,4,"The statement uses a 'because' clause to present a premise ('poverty is no moral stain') and draws a conclusion from it ('societies should offer help without humiliation'), showing a logical structure combining knowledge and inference.",everyday,3,"People can encounter situations involving poverty, receiving help, and feeling humiliated in ordinary life. However, the statement also addresses broad societal policy, giving it a somewhat abstract quality; I classify it as everyday since the core experience is personally relatable.",1,The idea that poverty is not a person's fault and that help should be given with dignity is a widely shared moral intuition across cultures. Most people would recognize this as a reasonable and common-sense principle for treating others with respect.
c89c33a21efc171afdd236b515c67a1ef9f3f59953f33cb86ebd05a8671e7645:1,7,"Since cultures are woven from many threads, belonging should not demand uniformity.","['opinion', 'social', 'figure of speech', 'normative', 'reasoning', 'abstract']",openai/gpt-6-astra,qwen/qwen3.8-max-0902,opinion,4,"The statement expresses a value judgment that belonging 'should not' demand uniformity, which is inherently subjective and cannot be demonstrated as objectively correct or incorrect.",social,4,"The statement concerns culture, belonging, and uniformity, all of which are socially constructed concepts governing human experience rather than objective physical phenomena.",figure of speech,4,"The statement uses the metaphor 'cultures are woven from many threads' to describe cultural diversity, and 'belonging should not demand uniformity' is also somewhat figurative in its phrasing.",normative,4,"The statement uses 'should not,' expressing a value judgment or prescription about how belonging ought to work, rather than describing an empirical regularity.",reasoning,4,"The statement presents a conclusion (belonging should not demand uniformity) that is derived from the premise that cultures are woven from many threads, combining observation with logical inference.",abstract,4,"The statement discusses broad concepts like culture, belonging, and uniformity at a philosophical level that cannot be directly observed or arrived at solely through individual everyday experience.",1,"The idea that diverse cultures should accommodate difference rather than demand conformity is a widely held intuitive understanding that most people encounter and reflect upon in social life, making it a reasonable example of common sense."
fb7dc2989fd8a5e05f4a2fc0ef6043e86e930a86ef34a63cf40a980f8c115d11:1,9,"Since future generations lack a voice, today’s policies should leave them a livable inheritance.","['opinion', 'social', 'figure of speech', 'normative', 'reasoning', 'abstract']",openai/gpt-6-astra,qwen/qwen3.8-max-0902,opinion,4,"The statement expresses a value judgment about what policies 'should' do for future generations, which cannot be objectively verified as true or false. It is inherently subjective and normative.",social,4,"The statement concerns policies, intergenerational ethics, and social obligations, all of which are human-constructed social concepts rather than physical or natural phenomena.",figure of speech,3,"Phrases like 'lack a voice' and 'livable inheritance' are metaphorical; future generations don't literally have voices to be heard, and 'inheritance' is used figuratively for the state of the world left behind.",normative,4,"The statement uses 'should' to prescribe what policies ought to do, expressing a value judgment about intergenerational responsibility rather than describing an empirical regularity.",reasoning,4,"The statement presents a conclusion (policies should leave a livable inheritance) derived from a premise (future generations lack a voice), combining knowledge with logical inference.",abstract,4,"The statement deals with intergenerational policy and the welfare of people not yet born, which cannot be directly observed or experienced in ordinary daily life.",1,The idea that we should take care of the world for future generations who cannot advocate for themselves is a widely shared moral intuition that most people would recognize as reasonable and commonsensical.
5a2334dea054487c559f60099527317942563b3c709cf098da4e135f422d148f:1,11,"Since public debate needs bridges, opponents should seek understanding rather than humiliation.","['opinion', 'social', 'figure of speech', 'normative', 'reasoning', 'abstract']",openai/gpt-6-astra,qwen/qwen3.8-max-0902,opinion,4,"The statement uses 'should,' expressing a subjective value judgment about how opponents ought to conduct debate. It cannot be empirically demonstrated as true or false.",social,4,"The statement concerns public debate, interpersonal conduct, and social norms of discourse, all of which are human-constructed social phenomena.",figure of speech,3,"'Public debate needs bridges' is a metaphorical expression, as debate does not literally require physical bridges. The rest of the statement is relatively literal, but the metaphor makes it a figure of speech.",normative,4,"The word 'should' makes this a prescriptive claim about how opponents ought to behave, reflecting a value judgment rather than an empirical observation.",reasoning,3,"The statement presents a premise ('public debate needs bridges') and derives a conclusion ('opponents should seek understanding rather than humiliation') from it, showing a logical structure of reasoning.",everyday,3,"While 'public debate' as a concept is somewhat broad, people commonly encounter disagreements and debates in everyday life where the advice to seek understanding over humiliation applies.",1,"The idea that constructive dialogue requires mutual understanding rather than attempts to humiliate is widely recognized as sensible advice for healthy discourse, reflecting common-sense wisdom about social interaction."
