source_id,source_row,statement,design_point,gen_model,judge_model,fact_classification,fact_confidence,fact_explanation,physical_classification,physical_confidence,physical_explanation,literal language_classification,literal language_confidence,literal language_explanation,positive_classification,positive_confidence,positive_explanation,knowledge_classification,knowledge_confidence,knowledge_explanation,everyday_classification,everyday_confidence,everyday_explanation,commonsense,commonsense_explanation
4d0f9016cab615f376b492dea0f184744cc64dd9668c8c6ef19928d848c9815e:1,908,Values illuminate paths like stars guiding moral compasses on dark nights.,,platform/published,z-ai/glm-5.3-flash:batch,opinion,4,"The statement is a subjective metaphorical claim about the value of values, which cannot be demonstrated true or false objectively.",social,4,"Values and moral compasses are human, socially constructed concepts, not measurable physical phenomena.",figure of speech,4,"The statement uses metaphor, comparing values to stars that guide a compass, which is not literal language.",normative,4,"It expresses a value-laden judgment about the role of values in guiding morality, not an empirical regularity.",knowledge,2,"It conveys a belief or observation about values rather than deriving a conclusion through explicit logic, though its aphoristic framing makes this somewhat ambiguous.",abstract,3,"It concerns an abstract generalization about the nature of values rather than a concrete everyday situation, though moral guidance is an experience people encounter.",1,"The idea that values guide moral decisions is a widely shared intuitive understanding reflected in everyday common sense, even though it is expressed metaphorically."
585c6200fb105b2ff9c9e09ba9fb4b6f321f9ff7bb87a502e09fcbf6773f0c79:1,24,Respect for elders is a common value.,,platform/published,z-ai/glm-5.3-flash:batch,fact,3,"It is an empirical claim about how widely the value of respecting elders is held, which can in principle be verified by surveying cultures, even if the word 'common' is fuzzy.",social,4,"Respect for elders is a socially constructed value about human behavior, not something measurable by physics or natural rules.",literal language,4,The statement plainly asserts that a value is common; there is no metaphor or figure of speech.,positive,3,It describes an observed regularity about values people hold rather than prescribing that elders should be respected.,knowledge,3,It is a single observation about the world and does not combine premises with logic to derive a conclusion.,everyday,3,"Respect for elders is something people encounter in ordinary family and social life, though its 'commonness' generalizes across many contexts.",1,This is a typical common-sense belief: nearly everyone learns through ordinary social experience that respecting elders is a widely shared value.
3f4e449bd50e4b221d1b2d63ea8486a962f8826834b3e63ccc5593982ce10129:1,110,Painting captures moments in time.,,platform/published,z-ai/glm-5.3-flash:batch,opinion,3,What counts as a 'moment in time' captured by painting is inherently subjective and not demonstrably correct or incorrect. Different interpretations of painting's role are possible.,social,3,"Painting and its meaning are human cultural constructs, not features described by physics or natural rules. The statement concerns artistic and social experience.",figure of speech,3,"The phrase 'captures moments in time' is a metaphorical way of describing painting's representational power, not literal capturing. It functions as a figurative characterization.",normative,2,"The statement expresses a belief or aesthetic view about what painting does, rather than an empirical regularity. It reflects a value-laden characterization of art.",knowledge,3,"The statement is a simple observation or belief about painting, not a conclusion derived from combining premises with logic. It reads as a standalone piece of knowledge.",everyday,3,"Painting and pictures are things people commonly encounter in ordinary life, and the statement reflects a familiar everyday understanding of art. It does not require abstract expertise.",1,"The statement expresses a widely held, intuitive belief about art that most people could easily agree with from ordinary experience, making it an example of human common sense."
e684c1f7c03de8fe6822080d90337c2edbc65b8962e3cdb95ff5e58719dbc241:1,685,"Plants need sunlight, water, and nutrients to grow.",,platform/published,z-ai/glm-5.3-flash:batch,fact,4,"Plant growth requirements can be empirically verified through biology, independent of anyone's opinion.",physical,4,"The statement describes biological and natural processes of plant growth, which are objectively measurable.",literal language,4,"The statement uses plain, direct language with no metaphor, hyperbole, or other figurative devices.",positive,4,"It describes an empirical regularity about the natural world, not a judgment, value, or norm.",knowledge,3,"It states a general observation about the world rather than a conclusion derived by combining premises through logic, though it summarizes general knowledge.",everyday,4,"People commonly encounter plants, sunlight, water, and gardening in ordinary life.",1,"This is basic everyday knowledge nearly all humans share, learned through ordinary experience with plants and gardening."
8f8884230ff7b657251c2bc16d2a54c3e8bf39aef35e4b0189e7093ab27a6235:1,874,The sunset often paints the sky with breathtaking colors and hues.,,platform/published,z-ai/glm-5.3-flash:batch,opinion,3,"""Breathtaking"" is inherently subjective, so the aesthetic evaluation cannot be objectively demonstrated, even though the colors themselves exist.",physical,3,"Sunsets and sky colors are natural phenomena governed by physics (light scattering), even if the appreciation of them is subjective.",figure of speech,4,"""Paints the sky"" is a metaphor attributing an artistic action to the sunset.",positive,3,"The statement describes a recurring empirical occurrence in the world rather than prescribing a value or norm, despite the subjective adjective.",knowledge,4,It reports an observation about sunsets without deriving a conclusion through logic.,everyday,4,Sunsets are commonly encountered in ordinary daily life.,1,"The statement reflects widely shared everyday knowledge that sunsets produce striking colors, a familiar observation nearly everyone can relate to."
17e773e0c3cc2a4df34663b3e6fe915055a938035f7729800c0198aaa6a77dbe:1,111,"Clean space, clear mind.",,platform/published,z-ai/glm-5.3-flash:batch,opinion,3,The claim that a clean space produces a clear mind is a subjective assertion that cannot be objectively demonstrated. It reflects a personal belief about the relationship between tidiness and mental state.,social,2,"While 'clean' involves physical order, the idea of a 'clear mind' refers to subjective human experience and perception. The connection being asserted is rooted in human psychology and preferences rather than natural laws.",figure of speech,4,"This is an aphorism using parallel phrasing, and 'clear mind' is metaphorical, not literally transparent. It compresses a broader idea into a catchy saying.",normative,3,"The statement functions as a value-laden endorsement of cleanliness, implying one should keep spaces tidy for mental well-being. It is not an empirical regularity that can be tested.",knowledge,2,"It reads as a claimed observation about tidiness and mental clarity rather than a derived conclusion from stated premises. However, it could also be seen as a loose inference, making confidence moderate.",everyday,4,"Everyone encounters cleaning and organizing their living space in ordinary life. The statement directly relates to this common, everyday experience.",1,"This is a widely shared piece of folk wisdom that people commonly express and act on, such as tidying up to feel more focused, making it a classic example of human common sense."
5c9a561836ec6a1454ce609f6a843a47656641130348458017e4ca9e7a235151:1,304,"Art challenges societal norms, sparking conversations and reflections.",,platform/published,z-ai/glm-5.3-flash:batch,opinion,3,Whether art challenges norms and sparks reflection is subjective and not empirically demonstrable. It is a claim some may believe but cannot verify objectively.,social,4,"The statement concerns societal norms and human conversation, which are socially constructed. It has no physical or natural-science dimension.",literal language,2,"The language is fairly plain, though 'sparking conversations' borders on figurative. On balance it reads as literal description of art's effects.",normative,3,It expresses a value-laden view about art's role in society rather than an empirical law. It reflects beliefs about art and norms.,knowledge,2,"It is a general observation about art and society rather than a conclusion derived from explicit premises. However, it has a slight generalizing flavor.",everyday,3,People commonly encounter art and discussions about its social effects. It is an accessible generalization rooted in ordinary experience.,1,"The statement reflects a widely shared intuitive understanding that art can question norms and provoke discussion, a typical piece of cultural common sense."
7f0e7785562df663af8118cfc0a88ffaa27ba0a255a47ff9cfbf9d1dfb59c00d:1,526,Ideologies are the mosaics pieced together from humanity’s scattered dreams.,,platform/published,z-ai/glm-5.3-flash:batch,opinion,4,This is a poetic metaphorical claim about the nature of ideologies that cannot be demonstrated true or false; it is inherently subjective.,social,4,"Ideologies are beliefs and socially constructed systems of thought, which are of human origins rather than physical or natural phenomena.",figure of speech,4,"The statement uses a metaphor, comparing ideologies to mosaics and dreams, rather than plain literal language.",normative,3,"It offers an interpretive, value-laden characterization of ideologies rather than an empirical regularity or scientific law.",knowledge,2,"It presents an observation-style claim about ideologies, not a conclusion derived by combining facts with explicit logic, though the metaphorical framing makes this somewhat uncertain.",abstract,3,"It concerns the abstract nature of ideologies and human aspirations, which cannot be observed directly through ordinary individual experience.",0,"This is an abstract, metaphorical philosophical characterization of ideologies, not a practical everyday inference that typical human common sense would produce."
192327e070eabb82265498c5c899a34c2b6708c7e14f4403b28de9a10bcecf44:1,741,Religious teachings often address life's existential questions.,,platform/published,z-ai/glm-5.3-flash:batch,fact,3,"It is an empirical claim about what religious teachings typically do, which can be verified by examining religious texts and doctrines. It is verifiable, though somewhat general.",social,4,"Religious teachings and existential questions are human beliefs and cultural constructs, not physical or natural phenomena.",literal language,4,"The statement plainly describes what religious teachings address, with no metaphor or figurative device.",positive,3,It describes an empirical regularity about religious teachings rather than expressing a value judgment or prescription.,knowledge,3,"It is an observation about the content of religious teachings, not a conclusion derived through explicit logical reasoning.",abstract,2,"It is a generalization about the content of religious traditions as a whole, not a claim about a specific everyday situation, though individuals do encounter religious teachings and existential questions.",1,"The statement reflects a widely known general fact about religion and the human search for meaning, something most adults intuitively know without specialized study."
c565ae4eebb2d8c6e2d4a1deaab051ddd0012ccc2af0f0a05467384ab7ec2e98:1,400,Digital interfaces bridge human experiences with technological advancements.,,platform/published,z-ai/glm-5.3-flash:batch,fact,2,"The claim that interfaces bridge humans and technology is broadly verifiable as a description of how interfaces function, though its vagueness makes it partly interpretive.",social,3,It concerns human experience and interaction with technology rather than purely physical or measurable properties.,figure of speech,3,'Bridge' is used metaphorically to describe a connection between humans and technology.,positive,3,"It describes what interfaces do in the world, rather than prescribing what should happen or expressing a value judgment.",knowledge,3,"It is a general observation about the world, not a conclusion derived by combining premises through logic.",everyday,3,"People routinely encounter digital interfaces in daily life, so the statement relates to ordinary experience.",1,"The statement reflects a widely shared, intuitive understanding that digital interfaces mediate between people and technology, something most people grasp from everyday experience."
